t	Voltage
425	8.827269
425	9.65324
425	10.41891
425	11.1219
425	11.7669
425	12.36759
425	12.87109
425	13.31375
425	13.69234
425	13.9954
425	14.24475
425	14.40288
425	14.49255
425	14.51255
425	14.47007
425	14.3598
425	14.18329
425	13.93703
425	13.63289
425	13.26448
425	12.86157
425	12.40548
425	11.90379
425	11.37436
425	10.81443
425	10.23185
425	9.635375
425	9.031918
425	8.421622
425	7.804959
425	7.205088
425	6.6326
425	6.081288
425	5.53586
425	5.052647
425	4.605131
425	4.195956
425	3.824978
425	3.587597
425	3.502727
425	3.490392
425	3.576593
425	3.769929
425	4.093882
425	4.529238
425	5.075903
425	5.704816
425	6.386531
425	7.147681
425	7.925577
425	8.72838
425	9.523981
425	10.31264
425	11.02865
425	11.67827
425	12.26209
425	12.80228
425	13.2407
425	13.62371
425	13.93383
425	14.18308
425	14.35528
425	14.44644
425	14.47185
425	14.43119
425	14.3209
425	14.1428
425	13.89803
425	13.59056
425	13.23156
425	12.81838
425	12.36432
425	11.86601
425	11.33419
425	10.76499
425	10.18239
425	9.589007
425	8.987727
425	8.368835
425	7.764068
425	7.174354
425	6.601844
425	6.02572
425	5.511518
425	5.024935
425	4.576792
425	4.163619
425	3.770109
425	3.531835
425	3.448331
425	3.435236
425	3.519533
425	3.712913
425	4.025857
425	4.464252
425	5.018593
425	5.668909
425	6.35448
425	7.091779
425	7.87188
425	8.709571
425	9.492839
425	10.25319
425	10.96578
425	11.62319
425	12.23273
425	12.74465
425	13.19304
425	13.58203
425	13.89851
425	14.15052
425	14.322
425	14.41997
425	14.44486
425	14.40482
425	14.30224
425	14.12034
425	13.8758
425	13.56967
425	13.20717
425	12.79903
425	12.34338
425	11.84434
425	11.29483
425	10.7444
425	10.16739
425	9.572301
425	8.971077
425	8.337109
425	7.743533
425	7.153424
425	6.57919
425	6.025468
425	5.4884
425	4.999187
425	4.548244
425	4.138576
425	3.742945
425	3.505455
425	3.42151
425	3.40891
425	3.494188
425	3.684475
425	3.998548
425	4.439577
425	4.993826
425	5.658548
425	6.338964
425	7.077963
425	7.856067
425	8.658282
425	9.476459
425	10.24856
425	10.95518
425	11.60707
425	12.21653
425	12.72367
425	13.17396
425	13.55865
425	13.87501
425	14.12226
425	14.29528
425	14.39213
425	14.42163
425	14.37965
425	14.26986
425	14.08647
425	13.84417
425	13.5422
425	13.17516
425	12.77214
425	12.31952
425	11.82297
425	11.2929
425	10.71674
425	10.14695
425	9.554472
425	8.952681
425	8.34419
425	7.718032
425	7.136534
425	6.563673
425	6.012851
425	5.491818
425	4.983897
425	4.534314
425	4.124406
425	3.752571
425	3.491466
425	3.408549
425	3.396145
425	3.481818
425	3.675455
425	3.991666
425	4.432917
425	4.988825
425	5.629947
425	6.335
425	7.080755
425	7.85611
425	8.659873
425	9.476814
425	10.24927
425	10.9524
425	11.61033
425	12.21387
425	12.7319
425	13.18338
425	13.56603
425	13.89017
425	14.13388
425	14.30666
425	14.4018
425	14.42331
425	14.38202
425	14.27568
425	14.0924
425	13.85087
425	13.54105
425	13.18637
425	12.77565
425	12.31723
425	11.81976
425	11.26478
425	10.71351
425	10.13831
425	9.542995
425	8.939251
425	8.320878
425	7.720452
425	7.127971
425	6.554846
425	5.977069
425	5.462227
425	4.973425
425	4.526134
425	4.114951
425	3.719124
425	3.483037
425	3.398656
425	3.386078
425	3.470565
425	3.659615
425	3.972913
425	4.411952
425	4.970099
425	5.635048
425	6.312525
425	7.050377
425	7.826198
425	8.628691
425	9.457801
425	10.20843
425	10.9167
425	11.57127
425	12.16334
425	12.70571
425	13.14879
425	13.53293
425	13.84769
425	14.08914
425	14.26941
425	14.36075
425	14.3882
425	14.34774
425	14.24031
425	14.05291
425	13.8167
425	13.51766
425	13.16131
425	12.74987
425	12.28667
425	11.78962
425	11.26166
425	10.70385
425	10.10796
425	9.524376
425	8.925571
425	8.319004
425	7.717323
425	7.112024
425	6.540969
425	5.991076
425	5.471347
425	4.958807
425	4.512545
425	4.104629
425	3.728912
425	3.491467
425	3.391389
425	3.380003
425	3.465049
425	3.65933
425	3.973346
425	4.432569
425	4.983243
425	5.616969
425	6.299026
425	7.038247
425	7.851855
425	8.640471
425	9.427761
425	10.19247
425	10.90279
425	11.58531
425	12.16427
425	12.6813
425	13.13588
425	13.52405
425	13.84372
425	14.08813
425	14.26758
425	14.36584
425	14.39454
425	14.35385
425	14.24658
425	14.0653
425	13.82389
425	13.51941
425	13.15377
425	12.74491
425	12.28818
425	11.77814
425	11.25677
425	10.70055
425	10.12288
425	9.531788
425	8.920732
425	8.308239
425	7.708063
425	7.118203
425	6.521812
425	5.979402
425	5.462358
425	4.973043
425	4.521785
425	4.092743
425	3.719399
425	3.480399
425	3.396433
425	3.375215
425	3.460157
425	3.65391
425	3.968195
425	4.409267
425	4.978429
425	5.611854
425	6.292145
425	7.031397
425	7.841362
425	8.634302
425	9.423081
425	10.18736
425	10.89857
425	11.58179
425	12.16247
425	12.67997
425	13.13539
425	13.51622
425	13.83392
425	14.08422
425	14.26193
425	14.35901
425	14.38369
425	14.34234
425	14.23685
425	14.05498
425	13.80824
425	13.49832
425	13.14764
425	12.7408
425	12.28653
425	11.78934
425	11.25483
425	10.69771
425	10.12183
425	9.527563
425	8.903137
425	8.304566
425	7.705736
425	7.112865
425	6.54128
425	5.967182
425	5.453838
425	4.969346
425	4.521419
425	4.108036
425	3.71185
425	3.472508
425	3.389078
425	3.375396
425	3.459768
425	3.649784
425	3.963226
425	4.404251
425	4.960401
425	5.596027
425	6.292377
425	7.031055
425	7.807082
425	8.609769
425	9.441327
425	10.19382
425	10.90141
425	11.55863
425	12.14852
425	12.6859
425	13.13373
425	13.5187
425	13.8352
425	14.08412
425	14.26724
425	14.3606
425	14.38688
425	14.34611
425	14.24073
425	14.05637
425	13.81644
425	13.51639
425	13.15996
425	12.73695
425	12.28943
425	11.79212
425	11.26139
425	10.70116
425	10.10358
425	9.520654
425	8.922318
425	8.315248
425	7.71368
425	7.095989
425	6.531885
425	5.982809
425	5.460895
425	4.972631
425	4.502231
425	4.082871
425	3.708885
