"Current","Field","Frequency","Spectra"
11.7777,176.665,1,-0.9175092074524759
11.7777,176.665,1.003125,-0.8756697796550108
11.7777,176.665,1.00625,-0.8375057591356311
11.7777,176.665,1.0093750000000001,-0.8071587968732221
11.7777,176.665,1.0125,-0.7830954511139607
11.7777,176.665,1.015625,-0.7676551646471594
11.7777,176.665,1.01875,-0.7677229554619496
11.7777,176.665,1.021875,-0.7723103109247548
11.7777,176.665,1.0250000000000001,-0.7951621265884836
11.7777,176.665,1.028125,-0.8286863345807511
11.7777,176.665,1.03125,-0.8762547265179171
11.7777,176.665,1.034375,-0.9319971403810945
11.7777,176.665,1.0375,-0.996615505245788
11.7777,176.665,1.0406250000000001,-1.0651099433840459
11.7777,176.665,1.04375,-1.1321114182915988
11.7777,176.665,1.046875,-1.1970416349112976
11.7777,176.665,1.05,-1.266550553821057
11.7777,176.665,1.053125,-1.3214584203909223
11.7777,176.665,1.0562500000000001,-1.3678505810616426
11.7777,176.665,1.059375,-1.4046491695916663
11.7777,176.665,1.0625,-1.4278120359262032
11.7777,176.665,1.065625,-1.441278764712406
11.7777,176.665,1.06875,-1.441524990183149
11.7777,176.665,1.0718750000000001,-1.431525089512673
11.7777,176.665,1.0750000000000002,-1.4081631733195605
11.7777,176.665,1.078125,-1.37736098043271
11.7777,176.665,1.08125,-1.3411902232292081
11.7777,176.665,1.084375,-1.2905945822880716
11.7777,176.665,1.0875000000000001,-1.2387883469960494
11.7777,176.665,1.0906250000000002,-1.1817145396050626
11.7777,176.665,1.09375,-1.1355587089502002
11.7777,176.665,1.096875,-1.0799973349727419
11.7777,176.665,1.1,-1.033164845635889
11.7777,176.665,1.1031250000000001,-0.9935606508837593
11.7777,176.665,1.1062500000000002,-0.9485180230646071
11.7777,176.665,1.109375,-0.9168859795607824
11.7777,176.665,1.1125,-0.8987497516842696
11.7777,176.665,1.115625,-0.8885418940294401
11.7777,176.665,1.1187500000000001,-0.8882838745685538
11.7777,176.665,1.1218750000000002,-0.8960934732086945
11.7777,176.665,1.125,-0.9110729986227533
11.7777,176.665,1.128125,-0.936069365887035
11.7777,176.665,1.13125,-0.9672231434638677
11.7777,176.665,1.1343750000000001,-1.0048019139767597
11.7777,176.665,1.1375000000000002,-1.044023226474786
11.7777,176.665,1.140625,-1.0839661072708076
11.7777,176.665,1.14375,-1.1183177616207791
11.7777,176.665,1.146875,-1.1550530814180533
11.7777,176.665,1.1500000000000001,-1.189239351731435
11.7777,176.665,1.1531250000000002,-1.2124784662483994
11.7777,176.665,1.15625,-1.2299485261208125
11.7777,176.665,1.159375,-1.2359275735182498
11.7777,176.665,1.1625,-1.231978277058277
11.7777,176.665,1.1656250000000001,-1.2201863839098779
11.7777,176.665,1.1687500000000002,-1.199801460158356
11.7777,176.665,1.171875,-1.170519767651073
11.7777,176.665,1.175,-1.1303281406357013
11.7777,176.665,1.178125,-1.0859381543299724
11.7777,176.665,1.1812500000000001,-1.0358379277471876
11.7777,176.665,1.1843750000000002,-0.984457521297986
11.7777,176.665,1.1875,-0.9299454477533254
11.7777,176.665,1.190625,-0.8831417476597339
11.7777,176.665,1.19375,-0.8420925031551363
11.7777,176.665,1.1968750000000001,-0.8080579001884342
11.7777,176.665,1.2000000000000002,-0.7824732101256087
11.7777,176.665,1.203125,-0.7736945786092719
11.7777,176.665,1.20625,-0.7782417627411786
11.7777,176.665,1.209375,-0.7981486637085651
11.7777,176.665,1.2125000000000001,-0.8333730032546243
11.7777,176.665,1.2156250000000002,-0.8781725971741627
11.7777,176.665,1.21875,-0.9373498844550319
11.7777,176.665,1.221875,-1.002818649760862
11.7777,176.665,1.225,-1.0812207312785749
11.7777,176.665,1.2281250000000001,-1.1564436807904381
11.7777,176.665,1.2312500000000002,-1.2318898969859713
11.7777,176.665,1.234375,-1.2985202095600017
11.7777,176.665,1.2375,-1.3571329265769794
11.7777,176.665,1.240625,-1.4088944787785107
11.7777,176.665,1.2437500000000001,-1.456846808291531
11.7777,176.665,1.2468750000000002,-1.4940520487255733
11.7777,176.665,1.25,-1.5130824504363818
11.7777,176.665,1.253125,-1.516692742096356
11.7777,176.665,1.25625,-1.498774597480303
11.7777,176.665,1.2593750000000001,-1.4721408470324395
11.7777,176.665,1.2625000000000002,-1.4530749503544165
11.7777,176.665,1.265625,-1.4231104604781055
11.7777,176.665,1.26875,-1.381251832582063
11.7777,176.665,1.271875,-1.3338549571915028
11.7777,176.665,1.2750000000000001,-1.2796681486417372
11.7777,176.665,1.2781250000000002,-1.222323712760208
11.7777,176.665,1.28125,-1.1736639846771622
11.7777,176.665,1.284375,-1.1363685168359334
11.7777,176.665,1.2875,-1.0985374687344258
11.7777,176.665,1.2906250000000001,-1.0642382196337625
11.7777,176.665,1.2937500000000002,-1.041281861006226
11.7777,176.665,1.296875,-1.0284518379920462
11.7777,176.665,1.3,-1.021914682663009
11.7777,176.665,1.303125,-1.03387245157741
11.7777,176.665,1.3062500000000001,-1.054328824620309
11.7777,176.665,1.3093750000000002,-1.0776996750333236
11.7777,176.665,1.3125,-1.1125319753789997
11.7777,176.665,1.315625,-1.152216679221734
11.7777,176.665,1.31875,-1.1975783676567267
11.7777,176.665,1.3218750000000001,-1.2417691575909482
11.7777,176.665,1.3250000000000002,-1.2839746781113461
11.7777,176.665,1.328125,-1.3223494020298285
11.7777,176.665,1.33125,-1.3529046558011781
