Field	X	Y
0	-2.75673e-07	9.59267e-08
-5	-2.43077e-07	3.72532e-09
-10	-3.47385e-07	-2.79398e-09
-15	-3.70668e-07	0.0
-20	-3.72531e-07	0.0
-25	-3.66012e-07	7.17123e-08
-30	-4.33067e-07	4.37724e-08
-35	-3.90226e-07	1.95579e-08
-40	-4.22822e-07	4.8429e-08
-45	-4.48899e-07	1.63914e-07
-50	-4.90811e-07	2.70085e-08
-55	1.09897e-07	1.86266e-09
-60	6.96633e-07	-1.21073e-08
-65	2.78467e-07	-9.6858e-08
-70	-7.45063e-08	-1.67639e-08
-75	-1.58326e-07	-1.86266e-09
-80	-7.45064e-09	8.56821e-08
-85	1.3318e-07	1.20142e-07
-90	-2.79398e-09	9.9652e-08
-95	-1.11759e-07	1.06171e-07
-100	-1.23867e-07	1.10828e-07
-105	-1.46219e-07	7.45063e-08
-110	-1.64845e-07	1.16416e-07
-115	-1.29455e-07	0.0
-120	-1.44356e-07	-6.51929e-09
-125	-1.42493e-07	0.0
-130	-1.26661e-07	6.51929e-09
-135	-2.08617e-07	5.30856e-08
-140	-1.77884e-07	9.03387e-08
