Field	X	Y
0	-9.87206e-08	4.09784e-08
-5	-3.39003e-07	4.74977e-08
-10	-4.32135e-07	4.65664e-09
-15	-3.56698e-07	1.86266e-09
-20	-2.62635e-07	9.31328e-09
-25	-3.36209e-07	-7.45064e-09
-30	-4.11646e-07	8.28882e-08
-35	-4.88017e-07	2.04892e-08
-40	-5.70904e-07	9.31327e-08
-45	-7.15259e-07	2.51458e-08
-50	-7.67413e-07	6.61244e-08
-55	-3.00819e-07	1.43425e-07
-60	3.67874e-07	1.0524e-07
-65	4.58213e-07	1.11759e-08
-70	5.70904e-07	2.04892e-08
-75	3.46454e-07	-9.3133e-10
-80	1.55532e-07	-5.49483e-08
-85	1.13622e-07	2.04892e-08
-90	1.21073e-08	2.51458e-08
-95	-1.17347e-07	1.09897e-07
-100	-1.44356e-07	5.02916e-08
-105	-1.20142e-07	6.23991e-08
-110	-1.88128e-07	2.32832e-08
-115	-1.48081e-07	8.38196e-09
-120	-1.71364e-07	8.38195e-08
-125	-1.76952e-07	1.11759e-07
-130	-2.37488e-07	4.00471e-08
-135	-2.48665e-07	-9.3133e-10
-140	-1.53669e-07	0.0
