Field	X	Y
0	-4.54487e-07	-1.38768e-07
-5	-3.84638e-07	-1.02446e-08
-10	-3.62286e-07	4.65664e-09
-15	-3.75325e-07	-3.81845e-08
-20	-4.24685e-07	-5.58796e-09
-25	-4.71251e-07	6.14677e-08
-30	-5.8208e-07	5.77422e-08
-35	-6.17471e-07	1.46219e-07
-40	-6.1002e-07	2.79398e-08
-45	-6.78006e-07	4.37724e-08
-50	-7.32955e-07	6.42617e-08
-55	-2.51459e-07	1.16416e-07
-60	2.22587e-07	3.35278e-08
-65	6.5193e-08	-1.76952e-08
-70	1.15484e-07	-2.60771e-08
-75	1.1269e-07	5.96051e-08
-80	1.09897e-07	5.02916e-08
-85	1.00583e-07	4.65664e-09
-90	-1.49013e-08	3.16652e-08
-95	5.58796e-08	-6.98496e-08
-100	-7.82316e-08	-1.02446e-08
-105	-4.09784e-08	4.19097e-08
-110	-8.28882e-08	4.65664e-09
-115	-1.30386e-07	3.44592e-08
-120	-1.17347e-07	3.72532e-09
-125	-2.04892e-07	0.0
-130	-1.27592e-07	2.70085e-08
-135	-4.09784e-08	1.11759e-08
-140	-1.30386e-07	4.37724e-08
