Field	X	Y
0	-5.69042e-07	-5.58796e-09
-5	-4.49831e-07	6.7987e-08
-10	-4.8336e-07	-6.70557e-08
-15	-5.63454e-07	3.53905e-08
-20	-5.94187e-07	7.73002e-08
-25	-5.21544e-07	-2.98025e-08
-30	-5.89531e-07	1.02446e-08
-35	-5.72767e-07	1.30386e-08
-40	-6.23058e-07	9.3133e-10
-45	-7.98147e-07	9.59267e-08
-50	-9.61132e-07	2.51458e-08
-55	-4.46105e-07	8.84761e-08
-60	1.0524e-07	4.5635e-08
-65	1.58326e-07	4.65664e-09
-70	3.41797e-07	3.25965e-08
-75	3.23171e-07	-3.81845e-08
-80	3.26896e-07	6.89183e-08
-85	3.26896e-07	1.1921e-07
-90	1.79746e-07	2.60771e-08
-95	9.87206e-08	4.19097e-08
-100	-1.86266e-09	6.61244e-08
-105	-4.65664e-09	7.26436e-08
-110	-6.61244e-08	7.54376e-08
-115	-2.88711e-08	6.05364e-08
-120	-1.95579e-08	3.16652e-08
-125	-1.81609e-07	8.47508e-08
-130	-2.43077e-07	3.91158e-08
-135	-2.37488e-07	1.76952e-08
-140	-2.11411e-07	9.3133e-10
