Field	X	Y
0	-3.39003e-07	1.18278e-07
-5	-4.24685e-07	2.60771e-08
-10	-4.01402e-07	5.21543e-08
-15	-4.50762e-07	1.58326e-08
-20	-4.78703e-07	6.89183e-08
-25	-4.08852e-07	1.18278e-07
-30	-4.74045e-07	6.5193e-08
-35	-5.72767e-07	1.14553e-07
-40	-6.16539e-07	1.17347e-07
-45	-7.19916e-07	3.53905e-08
-50	-8.0001e-07	1.86266e-09
-55	-3.06407e-07	7.54376e-08
-60	1.89991e-07	9.4064e-08
-65	1.39699e-07	8.10255e-08
-70	2.27244e-07	1.43425e-07
-75	2.45871e-07	1.01515e-07
-80	2.41214e-07	1.86266e-08
-85	1.92785e-07	4.19097e-08
-90	1.26661e-07	-2.42145e-08
-95	4.65664e-08	-1.86266e-09
-100	-9.6858e-08	2.88711e-08
-105	-3.63218e-08	8.38195e-08
-110	-6.7987e-08	5.58796e-08
-115	-1.42493e-07	6.7987e-08
-120	-1.29455e-07	9.87206e-08
-125	-1.45287e-07	1.08034e-07
-130	-1.27592e-07	1.00583e-07
-135	-1.20142e-07	1.58326e-08
-140	-1.86265e-07	-2.79398e-09
