Field	X	Y
0	-2.77536e-07	6.98496e-08
-5	-1.35974e-07	1.37837e-07
-10	-9.87206e-08	6.05364e-08
-15	-1.95579e-08	-8.47508e-08
-20	-8.94074e-08	-1.67639e-08
-25	-1.22004e-07	-1.86266e-08
-30	-6.42617e-08	-4.74977e-08
-35	-4.19097e-08	3.53905e-08
-40	-1.08034e-07	7.73002e-08
-45	-1.86265e-07	-5.1223e-08
-50	-2.00235e-07	-1.39699e-08
-55	4.35861e-07	-9.3133e-10
-60	1.01887e-06	6.05364e-08
-65	5.85806e-07	1.30386e-08
-70	-3.07339e-08	0.0
-75	-1.44356e-07	4.5635e-08
-80	-1.49013e-07	1.14553e-07
-85	-3.24102e-07	4.65664e-08
-90	-3.84638e-07	-3.35278e-08
-95	-3.52042e-07	1.86266e-08
-100	-3.62286e-07	6.05364e-08
-105	-3.716e-07	9.12701e-08
-110	-2.96162e-07	1.49013e-08
-115	-3.11995e-07	7.26436e-08
-120	-2.05823e-07	2.98025e-08
-125	-2.41214e-07	3.25965e-08
-130	-2.19793e-07	5.49483e-08
-135	-2.44008e-07	1.95579e-08
-140	-2.42146e-07	3.44592e-08
