Field	X	Y
0	-3.72532e-09	-7.45063e-08
-5	9.3133e-10	-6.51929e-09
-10	-9.4064e-08	1.49013e-08
-15	-1.22004e-07	1.86266e-09
-20	-1.1269e-07	0.0
-25	-1.8254e-07	2.79398e-09
-30	-1.77884e-07	1.21073e-08
-35	-1.30386e-07	5.02916e-08
-40	-1.86265e-07	6.51929e-09
-45	-2.40283e-07	-2.79398e-09
-50	-2.943e-07	-2.42145e-08
-55	3.30621e-07	8.38195e-08
-60	1.05892e-06	4.93603e-08
-65	5.80218e-07	2.98025e-08
-70	1.37837e-07	1.39699e-08
-75	-9.03387e-08	8.66135e-08
-80	-1.8254e-07	1.20142e-07
-85	-3.47385e-07	1.43425e-07
-90	-3.99539e-07	1.0524e-07
-95	-2.76605e-07	2.70085e-08
-100	-2.51459e-07	2.51458e-08
-105	-2.943e-07	4.65664e-09
-110	-1.95579e-07	0.0
-115	-1.62051e-07	0.0
-120	-2.72879e-07	7.63689e-08
-125	-2.26312e-07	9.03387e-08
-130	-1.36905e-07	1.16416e-07
-135	-1.43425e-07	1.23867e-07
-140	-1.79746e-07	8.56821e-08
