Field	X	Y
0	-1.6857e-07	1.21073e-08
-5	-4.53556e-07	9.87206e-08
-10	-4.94536e-07	1.1269e-07
-15	-4.73114e-07	8.66135e-08
-20	-4.74976e-07	9.31328e-09
-25	-6.10951e-07	9.59267e-08
-30	-6.23058e-07	1.02446e-08
-35	-6.22127e-07	-2.14205e-08
-40	-6.81732e-07	2.23519e-08
-45	-8.354e-07	1.86266e-09
-50	-9.68583e-07	1.86266e-09
-55	-5.07574e-07	-9.3133e-10
-60	4.37724e-08	0.0
-65	2.30969e-07	9.59267e-08
-70	4.53556e-07	1.16416e-07
-75	3.88363e-07	6.05364e-08
-80	3.58561e-07	2.04892e-08
-85	3.46454e-07	6.7987e-08
-90	1.71364e-07	4.8429e-08
-95	9.31327e-08	9.49954e-08
-100	2.32832e-08	9.12701e-08
-105	-3.63218e-08	1.11759e-08
-110	-6.61244e-08	3.07339e-08
-115	-6.14677e-08	1.09897e-07
-120	-2.1048e-07	1.22935e-07
-125	-2.00235e-07	9.9652e-08
-130	-2.12342e-07	-1.02446e-08
-135	-2.39352e-07	-2.32832e-08
-140	-1.49013e-07	-4.19097e-08
