Field	X	Y
0	-3.45522e-07	1.66708e-07
-5	-3.70668e-07	1.21073e-08
-10	-3.73462e-07	8.66135e-08
-15	-3.73462e-07	4.8429e-08
-20	-3.78119e-07	9.31328e-09
-25	-4.59144e-07	1.0524e-07
-30	-4.87085e-07	1.1921e-07
-35	-5.50415e-07	1.08034e-07
-40	-6.50067e-07	1.86266e-08
-45	-7.3668e-07	2.79398e-09
-50	-8.47507e-07	1.17347e-07
-55	-3.36209e-07	7.82316e-08
-60	1.99304e-07	8.38196e-09
-65	3.63218e-07	-3.91158e-08
-70	4.04196e-07	6.61244e-08
-75	2.76605e-07	6.33304e-08
-80	1.84403e-07	6.51929e-09
-85	3.72531e-08	1.67639e-08
-90	2.79398e-09	6.51929e-09
-95	5.30856e-08	5.30856e-08
-100	2.60771e-08	6.51929e-09
-105	2.70085e-08	0.0
-110	-8.47508e-08	0.0
-115	-1.69502e-07	9.12701e-08
-120	-1.64845e-07	3.81845e-08
-125	-1.30386e-07	5.40169e-08
-130	-1.29455e-07	1.78815e-07
-135	-1.62051e-07	2.29106e-07
-140	-1.88128e-07	1.4715e-07
