Field	X	Y
0	-3.81845e-08	1.11759e-08
-5	-1.32249e-07	-1.49013e-08
-10	-1.8254e-07	-1.86266e-09
-15	-1.60188e-07	9.12701e-08
-20	-1.28523e-07	5.30856e-08
-25	-1.31317e-07	4.65664e-09
-30	-1.22935e-07	4.5635e-08
-35	-1.83471e-07	1.11759e-08
-40	-2.37488e-07	0.0
-45	-2.55184e-07	1.86266e-09
-50	-2.49596e-07	0.0
-55	2.69154e-07	2.32832e-08
-60	9.98385e-07	1.10828e-07
-65	6.13745e-07	3.25965e-08
-70	8.84761e-08	2.14205e-08
-75	-3.25965e-08	1.86266e-09
-80	-1.9651e-07	0.0
-85	-3.42729e-07	0.0
-90	-3.6508e-07	5.40169e-08
-95	-3.55767e-07	7.54376e-08
-100	-3.50179e-07	1.07103e-07
-105	-2.63566e-07	3.25965e-08
-110	-2.50528e-07	8.38196e-09
-115	-2.47734e-07	7.91629e-08
-120	-1.74158e-07	2.14205e-08
-125	-1.23867e-07	9.31328e-09
-130	-2.00235e-07	1.06171e-07
-135	-2.64497e-07	7.73002e-08
-140	-3.23171e-07	4.28411e-08
