Field	X	Y
0	-4.4238e-07	-1.29455e-07
-5	-4.55419e-07	6.33304e-08
-10	-4.90811e-07	4.74977e-08
-15	-5.01055e-07	4.65664e-09
-20	-5.9605e-07	0.0
-25	-6.12814e-07	0.0
-30	-6.86388e-07	0.0
-35	-7.75795e-07	2.04892e-08
-40	-7.37611e-07	-4.28411e-08
-45	-8.75447e-07	-1.09897e-07
-50	-9.82553e-07	-3.63218e-08
-55	-5.98844e-07	-4.09784e-08
-60	9.31328e-09	-4.65664e-09
-65	2.03029e-07	3.72531e-08
-70	3.23171e-07	2.14205e-08
-75	3.55767e-07	1.86266e-09
-80	2.64497e-07	0.0
-85	1.94647e-07	0.0
-90	5.58796e-08	0.0
-95	1.39699e-08	2.70085e-08
-100	0.0	2.60771e-08
-105	-9.87206e-08	-7.45064e-09
-110	-1.20142e-07	6.89183e-08
-115	-6.89183e-08	2.88711e-08
-120	-1.16416e-07	8.47508e-08
-125	-1.30386e-07	1.09897e-07
-130	-1.25729e-07	4.37724e-08
-135	-1.88128e-07	1.58326e-08
-140	-2.44008e-07	1.86266e-09
