Field	X	Y
0	-1.4715e-07	5.68109e-08
-5	-4.09784e-07	6.33304e-08
-10	-4.12578e-07	2.04892e-08
-15	-3.82775e-07	-5.21543e-08
-20	-4.48899e-07	-8.75448e-08
-25	-4.18166e-07	6.14677e-08
-30	-4.86154e-07	1.11759e-08
-35	-5.96981e-07	-1.21073e-08
-40	-6.20264e-07	0.0
-45	-7.45993e-07	0.0
-50	-8.60546e-07	3.72531e-08
-55	-3.25033e-07	1.67639e-08
-60	1.31317e-07	5.58796e-09
-65	1.10828e-07	1.02446e-07
-70	1.27592e-07	5.86735e-08
-75	1.07103e-07	8.75448e-08
-80	1.17347e-07	9.22014e-08
-85	2.16068e-07	5.21543e-08
-90	1.40631e-07	1.02446e-08
-95	-7.0781e-08	2.51458e-08
-100	-1.15484e-07	1.60188e-07
-105	-1.24798e-07	1.28523e-07
-110	-1.24798e-07	3.44592e-08
-115	-1.27592e-07	3.44592e-08
-120	-1.24798e-07	-2.79398e-09
-125	-1.24798e-07	-2.79398e-09
-130	-1.56463e-07	7.45064e-09
-135	-1.36905e-07	1.86266e-08
-140	-1.36905e-07	5.58796e-08
