Field	X	Y
0	-4.41449e-07	2.69154e-07
-5	-4.06058e-07	4.19097e-08
-10	-4.86154e-07	2.79398e-09
-15	-4.9733e-07	0.0
-20	-5.8208e-07	4.8429e-08
-25	-6.16539e-07	9.59267e-08
-30	-6.18402e-07	6.98496e-08
-35	-6.22127e-07	1.02446e-08
-40	-7.69276e-07	0.0
-45	-7.80452e-07	-4.09784e-08
-50	-8.69859e-07	-5.58796e-08
-55	-4.62869e-07	-1.02446e-08
-60	8.66135e-08	1.04309e-07
-65	2.48665e-07	1.04309e-07
-70	3.58561e-07	2.88711e-08
-75	2.95231e-07	1.86266e-09
-80	2.6636e-07	-5.58796e-08
-85	1.7509e-07	-9.31328e-09
-90	1.28523e-07	4.65664e-09
-95	1.11759e-07	4.19097e-08
-100	3.91158e-08	7.26436e-08
-105	-1.30386e-08	8.38196e-09
-110	-1.09897e-07	-7.45064e-09
-115	-1.23867e-07	3.72531e-08
-120	-1.6112e-07	5.1223e-08
-125	-1.32249e-07	1.48081e-07
-130	-1.35974e-07	6.51929e-09
-135	-2.28175e-07	7.26436e-08
-140	-2.46802e-07	6.33304e-08
