Field	X	Y
0	-3.73462e-07	9.31327e-08
-5	-4.02333e-07	7.26436e-08
-10	-4.86154e-07	9.4064e-08
-15	-4.96399e-07	8.75448e-08
-20	-4.9733e-07	3.07339e-08
-25	-5.21544e-07	-9.59267e-08
-30	-6.09089e-07	-2.42145e-08
-35	-6.20264e-07	-3.53905e-08
-40	-7.00358e-07	-1.39699e-08
-45	-7.8604e-07	-9.3133e-10
-50	-9.31326e-07	-4.5635e-08
-55	-4.43311e-07	2.14205e-08
-60	1.06171e-07	9.31328e-09
-65	1.26661e-07	6.51929e-09
-70	3.38072e-07	1.86266e-09
-75	2.92437e-07	2.04892e-08
-80	2.5239e-07	5.58796e-08
-85	2.08617e-07	8.66135e-08
-90	3.91158e-08	1.09897e-07
-95	2.70085e-08	1.13622e-07
-100	-5.40169e-08	1.00583e-07
-105	-1.15484e-07	2.79398e-08
-110	-1.23867e-07	1.11759e-08
-115	-2.21656e-07	9.3133e-10
-120	-2.30038e-07	0.0
-125	-1.38768e-07	9.77893e-08
-130	-1.94647e-07	8.28882e-08
-135	-1.60188e-07	1.17347e-07
-140	-1.30386e-07	6.7987e-08
