Field	X	Y
0	7.0781e-08	6.7987e-08
-5	-1.10828e-07	2.88711e-08
-10	-2.96162e-07	-4.74977e-08
-15	-3.19445e-07	-1.30386e-08
-20	-2.48665e-07	8.38195e-08
-25	-2.58909e-07	6.05364e-08
-30	-3.17583e-07	9.12701e-08
-35	-3.66943e-07	4.28411e-08
-40	-4.25616e-07	7.45064e-09
-45	-4.13509e-07	0.0
-50	-4.85223e-07	-9.3133e-10
-55	3.25965e-08	2.51458e-08
-60	7.24573e-07	4.65664e-09
-65	5.65316e-07	9.31328e-09
-70	2.97094e-07	-7.45063e-08
-75	4.93603e-08	-2.79398e-09
-80	-1.07103e-07	8.66135e-08
-85	-3.52042e-07	2.14205e-08
-90	-3.53904e-07	-8.66135e-08
-95	-2.72879e-07	3.44592e-08
-100	-2.63566e-07	2.79398e-09
-105	-1.88128e-07	-1.86266e-09
-110	-2.53322e-07	4.65664e-08
-115	-2.51459e-07	-1.95579e-08
-120	-2.51459e-07	-1.02446e-08
-125	-1.48081e-07	6.23991e-08
-130	-1.93716e-07	9.31328e-09
-135	-2.30969e-07	7.91629e-08
-140	-1.62051e-07	2.79398e-08
