Field	X	Y
0	-1.88128e-07	4.8429e-08
-5	-1.28523e-07	2.04892e-08
-10	-1.24798e-07	7.45063e-08
-15	-1.24798e-07	2.14205e-08
-20	-1.62051e-07	2.60771e-08
-25	-1.71364e-07	1.0524e-07
-30	-2.34694e-07	1.23867e-07
-35	-2.44008e-07	1.17347e-07
-40	-1.52738e-07	2.04892e-08
-45	-1.62051e-07	1.11759e-08
-50	-1.74158e-07	6.42617e-08
-55	3.46454e-07	9.31328e-09
-60	9.57407e-07	0.0
-65	6.02569e-07	0.0
-70	1.09897e-07	0.0
-75	-7.54376e-08	0.0
-80	-8.75448e-08	1.21073e-08
-85	-2.27244e-07	5.1223e-08
-90	-3.36209e-07	2.04892e-08
-95	-2.64497e-07	4.93603e-08
-100	-1.81609e-07	1.15484e-07
-105	-1.73227e-07	7.63689e-08
-110	-2.14205e-07	1.04309e-07
-115	-1.6112e-07	2.98025e-08
-120	-1.27592e-07	2.51458e-08
-125	-1.60188e-07	1.30386e-08
-130	-1.78815e-07	1.07103e-07
-135	-2.18862e-07	1.11759e-07
-140	-2.5239e-07	9.9652e-08
