Field	X	Y
0	-4.45174e-07	1.20142e-07
-5	-3.02682e-07	8.66135e-08
-10	-3.90226e-07	9.31328e-09
-15	-4.52625e-07	0.0
-20	-4.08852e-07	-4.74977e-08
-25	-4.60075e-07	-1.49013e-08
-30	-5.3272e-07	6.05364e-08
-35	-5.22476e-07	-2.14205e-08
-40	-6.1002e-07	6.05364e-08
-45	-7.45062e-07	1.39699e-08
-50	-9.71377e-07	-4.19097e-08
-55	-4.69388e-07	-2.42145e-08
-60	1.17347e-07	-2.79398e-09
-65	1.94647e-07	1.95579e-08
-70	2.22587e-07	3.91158e-08
-75	1.52738e-07	4.65664e-09
-80	2.1793e-07	-2.14205e-08
-85	1.37837e-07	8.38195e-08
-90	9.31327e-08	1.49013e-08
-95	3.16652e-08	2.88711e-08
-100	-2.60771e-08	8.00942e-08
-105	-1.1269e-07	5.68109e-08
-110	-1.23867e-07	3.72532e-09
-115	-1.25729e-07	4.8429e-08
-120	-1.99304e-07	1.15484e-07
-125	-1.35043e-07	1.09897e-07
-130	-1.45287e-07	6.61244e-08
-135	-1.69502e-07	1.57394e-07
-140	-1.29455e-07	5.58796e-08
