Field	X	Y
0	-3.84638e-07	1.3318e-07
-5	-3.74393e-07	9.31328e-09
-10	-3.74393e-07	1.02446e-08
-15	-3.82775e-07	6.98496e-08
-20	-4.27479e-07	-6.33304e-08
-25	-5.0478e-07	-1.49013e-08
-30	-5.2527e-07	1.58326e-08
-35	-5.86737e-07	9.31328e-09
-40	-6.68693e-07	2.51458e-08
-45	-7.39474e-07	4.8429e-08
-50	-9.29464e-07	9.59267e-08
-55	-4.22822e-07	8.47508e-08
-60	1.14553e-07	3.25965e-08
-65	1.09897e-07	2.79398e-08
-70	3.0175e-07	1.86266e-08
-75	2.81261e-07	1.86266e-09
-80	2.50528e-07	2.04892e-08
-85	2.5239e-07	2.79398e-09
-90	1.16416e-07	4.74977e-08
-95	0.0	6.05364e-08
-100	-7.45064e-09	9.22014e-08
-105	-3.07339e-08	5.40169e-08
-110	-1.04309e-07	5.58796e-09
-115	-1.22935e-07	1.39699e-08
-120	-1.55532e-07	6.70557e-08
-125	-1.66708e-07	6.5193e-08
-130	-2.11411e-07	4.19097e-08
-135	-1.66708e-07	1.07103e-07
-140	-1.29455e-07	1.22004e-07
