Field	X	Y
0	-2.2445e-07	2.70085e-08
-5	-2.84055e-07	1.21073e-07
-10	-2.85918e-07	1.09897e-07
-15	-3.47385e-07	5.58796e-08
-20	-4.13509e-07	3.44592e-08
-25	-3.50179e-07	1.30386e-08
-30	-4.1444e-07	-1.30386e-08
-35	-4.17234e-07	-1.39699e-08
-40	-4.10715e-07	3.53905e-08
-45	-5.89531e-07	2.79398e-09
-50	-7.0874e-07	1.00583e-07
-55	-1.51806e-07	2.70085e-08
-60	4.20028e-07	2.79398e-08
-65	1.18278e-07	1.09897e-07
-70	-2.70085e-08	8.84761e-08
-75	-3.72532e-09	1.16416e-07
-80	9.12701e-08	4.8429e-08
-85	1.16416e-07	1.14553e-07
-90	1.95579e-08	9.12701e-08
-95	9.3133e-10	1.02446e-08
-100	-8.94074e-08	3.07339e-08
-105	-1.10828e-07	3.72532e-09
-110	-1.22935e-07	0.0
-115	-1.17347e-07	9.03387e-08
-120	-1.21073e-07	2.70085e-08
-125	-2.02098e-07	-9.87206e-08
-130	-1.64845e-07	3.16652e-08
-135	-1.29455e-07	1.76952e-08
-140	-1.72296e-07	2.42145e-08
