Field	X	Y
0	-7.91629e-08	-1.30386e-07
-5	-1.83471e-07	-1.02446e-08
-10	-1.37837e-07	7.82316e-08
-15	-2.18862e-07	6.5193e-08
-20	-1.53669e-07	6.51929e-09
-25	-1.6112e-07	4.5635e-08
-30	-2.2445e-07	8.38196e-09
-35	-2.49596e-07	8.38196e-09
-40	-2.8033e-07	9.31328e-09
-45	-3.25965e-07	0.0
-50	-3.66943e-07	9.3133e-10
-55	2.25381e-07	5.58796e-09
-60	8.24224e-07	5.77422e-08
-65	4.86154e-07	5.1223e-08
-70	-2.42145e-08	1.15484e-07
-75	-2.25381e-07	2.70085e-08
-80	-1.71364e-07	1.86266e-09
-85	-2.12342e-07	0.0
-90	-1.546e-07	9.31327e-08
-95	-2.04892e-07	1.86266e-08
-100	-2.44008e-07	9.3133e-10
-105	-1.80677e-07	5.30856e-08
-110	-2.47734e-07	3.16652e-08
-115	-2.13274e-07	2.70085e-08
-120	-1.37837e-07	1.49013e-08
-125	-1.64845e-07	-1.21073e-08
-130	-2.28175e-07	-2.79398e-09
-135	-2.26312e-07	1.86266e-09
-140	-1.55532e-07	2.14205e-08
