Field	X	Y
0	-2.63566e-07	9.31327e-08
-5	-3.94883e-07	2.60771e-08
-10	-4.55419e-07	2.98025e-08
-15	-4.85223e-07	3.91158e-08
-20	-4.93605e-07	6.33304e-08
-25	-4.72182e-07	6.51929e-09
-30	-4.94536e-07	-6.61244e-08
-35	-6.39822e-07	-7.45064e-09
-40	-6.72419e-07	7.26436e-08
-45	-9.08043e-07	2.14205e-08
-50	-9.99316e-07	8.38196e-09
-55	-4.91742e-07	0.0
-60	3.07339e-08	0.0
-65	1.11759e-07	1.11759e-08
-70	3.36209e-07	-8.28882e-08
-75	2.83124e-07	-1.58326e-08
-80	2.98025e-07	2.79398e-09
-85	1.31317e-07	5.30856e-08
-90	5.30856e-08	6.51929e-09
-95	4.65664e-09	0.0
-100	8.38196e-09	0.0
-105	-7.91629e-08	-2.79398e-09
-110	-3.53905e-08	-7.45064e-09
-115	-7.26436e-08	1.58326e-08
-120	-1.20142e-07	1.39699e-08
-125	-1.24798e-07	9.3133e-10
-130	-8.66135e-08	3.53905e-08
-135	-1.95579e-07	5.58796e-09
-140	-1.93716e-07	1.39699e-08
