Field	X	Y
0	-1.89991e-07	9.03387e-08
-5	-3.56698e-07	-9.31328e-09
-10	-3.69737e-07	-4.93603e-08
-15	-3.73462e-07	-5.58796e-09
-20	-4.04196e-07	-2.60771e-08
-25	-3.78119e-07	6.42617e-08
-30	-3.70668e-07	1.09897e-07
-35	-4.77772e-07	1.95579e-08
-40	-5.40171e-07	8.94074e-08
-45	-6.1002e-07	8.10255e-08
-50	-7.20847e-07	1.39699e-08
-55	-1.4715e-07	6.98496e-08
-60	2.92437e-07	7.45064e-09
-65	-1.67639e-08	4.28411e-08
-70	5.68109e-08	1.02446e-07
-75	9.4064e-08	0.0
-80	1.62051e-07	0.0
-85	2.26312e-07	4.19097e-08
-90	5.40169e-08	2.79398e-08
-95	-3.07339e-08	6.14677e-08
-100	4.09784e-08	1.09897e-07
-105	-6.7987e-08	1.22935e-07
-110	-1.08965e-07	1.18278e-07
-115	-1.20142e-07	3.72531e-08
-120	-1.71364e-07	3.44592e-08
-125	-1.66708e-07	2.79398e-08
-130	-2.25381e-07	6.51929e-09
-135	-2.4494e-07	-7.17123e-08
-140	-2.43077e-07	4.8429e-08
