Field	X	Y
0	-2.88712e-07	1.02446e-07
-5	-1.44356e-07	-5.86735e-08
-10	-7.54376e-08	-7.45064e-09
-15	-1.01515e-07	6.70557e-08
-20	-1.22004e-07	4.65664e-08
-25	-5.68109e-08	8.84761e-08
-30	-9.77893e-08	-1.58326e-08
-35	-1.85334e-07	-1.10828e-07
-40	-2.30038e-07	5.58796e-09
-45	-2.50528e-07	2.14205e-08
-50	-2.68223e-07	5.96051e-08
-55	3.23171e-07	-3.25965e-08
-60	9.6672e-07	-4.65664e-09
-65	4.75908e-07	4.47037e-08
-70	-2.98025e-08	4.00471e-08
-75	-1.1269e-07	3.91158e-08
-80	-2.14205e-07	1.08034e-07
-85	-3.54836e-07	1.86266e-08
-90	-4.73114e-07	5.1223e-08
-95	-3.94883e-07	1.16416e-07
-100	-3.28759e-07	4.19097e-08
-105	-3.49248e-07	3.72532e-09
-110	-3.34347e-07	1.29455e-07
-115	-1.77884e-07	1.1921e-07
-120	-1.99304e-07	2.79398e-08
-125	-1.42493e-07	6.23991e-08
-130	-2.06755e-07	8.84761e-08
-135	-2.90574e-07	1.11759e-08
-140	-1.78815e-07	5.58796e-09
