Field	X	Y
0	-2.12342e-07	-4.93603e-08
-5	-3.59492e-07	0.0
-10	-4.00471e-07	2.51458e-08
-15	-4.78703e-07	5.30856e-08
-20	-5.61591e-07	1.1269e-07
-25	-5.39239e-07	1.08034e-07
-30	-6.88251e-07	6.33304e-08
-35	-6.42616e-07	4.93603e-08
-40	-6.76144e-07	4.8429e-08
-45	-7.90697e-07	9.31328e-09
-50	-8.58683e-07	5.77422e-08
-55	-3.96745e-07	1.01515e-07
-60	1.1921e-07	1.30386e-08
-65	1.0524e-07	0.0
-70	2.4494e-07	1.30386e-08
-75	1.6112e-07	2.79398e-09
-80	2.16068e-07	6.33304e-08
-85	1.87197e-07	1.76952e-08
-90	8.38195e-08	9.3133e-10
-95	7.91629e-08	0.0
-100	9.31328e-09	3.25965e-08
-105	-9.4064e-08	5.1223e-08
-110	-1.22004e-07	7.45064e-09
-115	-1.4715e-07	4.8429e-08
-120	-1.84403e-07	3.44592e-08
-125	-1.46219e-07	8.38196e-09
-130	-2.04892e-07	-2.32832e-08
-135	-2.22587e-07	-3.07339e-08
-140	-1.58326e-07	7.45064e-09
