Field	X	Y
0	-1.21073e-07	1.546e-07
-5	-2.1048e-07	4.8429e-08
-10	-6.42617e-08	1.58326e-08
-15	-1.59257e-07	1.86266e-09
-20	-2.36557e-07	-9.3133e-10
-25	-2.08617e-07	0.0
-30	-2.72879e-07	4.8429e-08
-35	-2.51459e-07	6.23991e-08
-40	-2.46802e-07	1.86266e-09
-45	-2.48665e-07	-9.31328e-09
-50	-2.77536e-07	-9.3133e-10
-55	2.89643e-07	0.0
-60	9.54613e-07	0.0
-65	5.86737e-07	2.14205e-08
-70	1.66708e-07	8.38195e-08
-75	-8.38195e-08	1.76952e-08
-80	-2.48665e-07	9.87206e-08
-85	-3.59492e-07	3.91158e-08
-90	-3.716e-07	3.72532e-09
-95	-3.05476e-07	0.0
-100	-2.54253e-07	-2.04892e-08
-105	-2.48665e-07	5.58796e-08
-110	-1.85334e-07	2.32832e-08
-115	-1.86265e-07	2.14205e-08
-120	-2.33763e-07	1.34111e-07
-125	-2.30038e-07	1.25729e-07
-130	-2.43077e-07	6.42617e-08
-135	-2.00235e-07	6.51929e-09
-140	-1.57394e-07	0.0
