Field	X	Y
0	-1.11759e-07	9.59267e-08
-5	-1.03377e-07	7.26436e-08
-10	-2.20724e-07	2.23519e-08
-15	-2.18862e-07	1.09897e-07
-20	-1.36905e-07	4.28411e-08
-25	-4.47037e-08	7.73002e-08
-30	-1.41562e-07	2.79398e-08
-35	-1.97441e-07	3.63218e-08
-40	-1.3318e-07	-3.81845e-08
-45	-2.18862e-07	-9.9652e-08
-50	-1.56463e-07	9.12701e-08
-55	3.69737e-07	1.28523e-07
-60	9.42502e-07	9.59267e-08
-65	6.47273e-07	6.98496e-08
-70	1.04309e-07	1.18278e-07
-75	-1.06171e-07	1.1921e-07
-80	-2.11411e-07	6.51929e-09
-85	-3.70668e-07	-1.58326e-08
-90	-4.38655e-07	-2.79398e-09
-95	-4.04196e-07	-9.3133e-10
-100	-2.28175e-07	9.6858e-08
-105	-2.07686e-07	2.42145e-08
-110	-2.42146e-07	3.91158e-08
-115	-1.74158e-07	-3.07339e-08
-120	-2.51459e-07	1.86266e-09
-125	-2.09548e-07	0.0
-130	-1.71364e-07	0.0
-135	-2.39352e-07	7.26436e-08
-140	-2.34694e-07	1.11759e-07
