Field	X	Y
0	1.67639e-08	3.72531e-08
-5	-1.15484e-07	9.31328e-09
-10	-2.1793e-07	1.21073e-08
-15	-2.27244e-07	2.32832e-08
-20	-1.7509e-07	8.84761e-08
-25	-1.29455e-07	2.79398e-08
-30	-1.45287e-07	4.65664e-09
-35	-9.9652e-08	-1.30386e-08
-40	-2.06755e-07	-9.3133e-10
-45	-2.78467e-07	8.56821e-08
-50	-3.17583e-07	4.19097e-08
-55	2.72879e-07	1.13622e-07
-60	9.58338e-07	1.35974e-07
-65	6.12814e-07	3.07339e-08
-70	1.64845e-07	5.58796e-09
-75	3.72532e-09	5.58796e-09
-80	-1.27592e-07	0.0
-85	-3.27827e-07	0.0
-90	-2.82193e-07	1.86266e-09
-95	-3.0175e-07	7.73002e-08
-100	-2.74742e-07	6.70557e-08
-105	-1.90922e-07	3.72531e-08
-110	-2.41214e-07	5.1223e-08
-115	-2.48665e-07	6.51929e-09
-120	-1.73227e-07	4.65664e-09
-125	-2.81261e-07	-7.54376e-08
-130	-2.63566e-07	-3.81845e-08
-135	-2.37488e-07	-1.76952e-08
-140	-2.12342e-07	-2.60771e-08
