Field	X	Y
0	-2.61703e-07	1.77884e-07
-5	-1.34111e-07	1.27592e-07
-10	-8.94074e-08	2.51458e-08
-15	-1.15484e-07	1.86266e-09
-20	-1.6857e-07	0.0
-25	-1.52738e-07	0.0
-30	-1.30386e-07	1.02446e-08
-35	-1.36905e-07	6.51929e-09
-40	-1.43425e-07	2.32832e-08
-45	-1.78815e-07	1.09897e-07
-50	-1.87197e-07	3.81845e-08
-55	4.13509e-07	4.65664e-08
-60	9.9466e-07	1.14553e-07
-65	5.35514e-07	1.16416e-07
-70	1.22935e-07	7.73002e-08
-75	-2.60771e-08	3.44592e-08
-80	-1.66708e-07	5.58796e-08
-85	-3.68806e-07	1.0524e-07
-90	-3.74393e-07	5.02916e-08
-95	-2.8033e-07	4.47037e-08
-100	-3.21308e-07	4.28411e-08
-105	-3.67874e-07	1.09897e-07
-110	-2.68223e-07	9.77893e-08
-115	-2.46802e-07	1.02446e-07
-120	-2.48665e-07	2.51458e-08
-125	-2.45871e-07	0.0
-130	-2.55184e-07	1.07103e-07
-135	-1.69502e-07	1.70433e-07
-140	-9.49954e-08	3.72531e-08
