Field	X	Y
0	5.58796e-09	-1.49013e-08
-5	-1.15484e-07	9.3133e-10
-10	-2.06755e-07	0.0
-15	-1.42493e-07	7.26436e-08
-20	-1.26661e-07	8.19568e-08
-25	-1.28523e-07	2.98025e-08
-30	-1.24798e-07	8.38196e-09
-35	-4.28411e-08	0.0
-40	-1.03377e-07	1.76952e-08
-45	-2.03961e-07	1.11759e-08
-50	-2.4494e-07	1.86266e-08
-55	3.03613e-07	1.09897e-07
-60	9.77896e-07	8.38195e-08
-65	6.21196e-07	9.31328e-09
-70	2.14205e-08	0.0
-75	-7.35749e-08	4.8429e-08
-80	-1.60188e-07	1.95579e-08
-85	-3.75325e-07	1.04309e-07
-90	-2.98025e-07	1.01515e-07
-95	-3.00819e-07	1.21073e-07
-100	-2.5239e-07	1.23867e-07
-105	-2.48665e-07	3.53905e-08
-110	-2.48665e-07	6.51929e-09
-115	-2.03961e-07	4.5635e-08
-120	-2.11411e-07	5.40169e-08
-125	-2.79399e-07	3.35278e-08
-130	-2.54253e-07	1.09897e-07
-135	-2.58909e-07	4.37724e-08
-140	-2.09548e-07	6.05364e-08
