Field	X	Y
0	-1.53669e-07	-1.78815e-07
-5	-3.48316e-07	1.02446e-08
-10	-3.11995e-07	5.30856e-08
-15	-3.38072e-07	4.5635e-08
-20	-3.45522e-07	1.02446e-07
-25	-3.70668e-07	9.87206e-08
-30	-4.41449e-07	1.49013e-08
-35	-4.20028e-07	5.86735e-08
-40	-3.82775e-07	6.51929e-09
-45	-4.5635e-07	0.0
-50	-5.9605e-07	8.66135e-08
-55	-8.19568e-08	6.5193e-08
-60	2.93368e-07	9.59267e-08
-65	4.5635e-08	2.88711e-08
-70	-8.28882e-08	1.21073e-08
-75	-1.21073e-08	1.86266e-09
-80	1.06171e-07	-2.70085e-08
-85	1.44356e-07	-2.23519e-08
-90	0.0	-2.79398e-09
-95	-1.09897e-07	4.19097e-08
-100	-1.66708e-07	1.14553e-07
-105	-2.09548e-07	2.60771e-08
-110	-1.57394e-07	-7.45064e-09
-115	-1.57394e-07	3.16652e-08
-120	-1.4715e-07	3.72532e-09
-125	-2.28175e-07	6.5193e-08
-130	-1.76021e-07	1.13622e-07
-135	-2.35626e-07	-1.67639e-08
-140	-2.25381e-07	0.0
