Field	X	Y
0	-5.49484e-07	-7.0781e-08
-5	-4.638e-07	5.77422e-08
-10	-4.24685e-07	1.11759e-08
-15	-4.50762e-07	8.66135e-08
-20	-3.9302e-07	7.45063e-08
-25	-4.67526e-07	9.03387e-08
-30	-4.95467e-07	1.65776e-07
-35	-5.93256e-07	4.37724e-08
-40	-7.03152e-07	7.26436e-08
-45	-7.16191e-07	1.08034e-07
-50	-7.92559e-07	3.44592e-08
-55	-3.22239e-07	2.79398e-09
-60	1.97441e-07	0.0
-65	5.1223e-08	0.0
-70	1.09897e-07	4.8429e-08
-75	1.22935e-07	8.38196e-09
-80	1.49944e-07	9.31327e-08
-85	1.81609e-07	9.59267e-08
-90	9.12701e-08	4.09784e-08
-95	1.30386e-08	-3.16652e-08
-100	-2.23519e-08	1.39699e-08
-105	-9.22014e-08	3.44592e-08
-110	-7.35749e-08	9.4064e-08
-115	-1.09897e-07	1.58326e-08
-120	-1.22935e-07	9.3133e-10
-125	-1.24798e-07	2.51458e-08
-130	-1.23867e-07	-3.16652e-08
-135	-1.24798e-07	-5.58796e-09
-140	-1.24798e-07	0.0
