Field	X	Y
0	3.25965e-08	-2.55184e-07
-5	-3.07339e-08	-2.14205e-08
-10	-1.90922e-07	2.42145e-08
-15	-2.30969e-07	2.70085e-08
-20	-1.64845e-07	9.59267e-08
-25	-1.28523e-07	5.86735e-08
-30	-1.69502e-07	9.77893e-08
-35	-1.23867e-07	9.4064e-08
-40	-2.14205e-07	1.76952e-08
-45	-2.96162e-07	3.91158e-08
-50	-2.58909e-07	2.42145e-08
-55	2.70085e-07	2.88711e-08
-60	9.56476e-07	1.11759e-08
-65	6.15608e-07	4.65664e-09
-70	1.80677e-07	9.4064e-08
-75	2.70085e-08	9.4064e-08
-80	-1.43425e-07	2.23519e-08
-85	-3.02682e-07	9.77893e-08
-90	-3.70668e-07	1.67639e-08
-95	-2.943e-07	-2.04892e-08
-100	-2.39352e-07	-1.86266e-08
-105	-2.47734e-07	4.8429e-08
-110	-2.23518e-07	7.26436e-08
-115	-2.02098e-07	7.26436e-08
-120	-2.60772e-07	5.68109e-08
-125	-2.55184e-07	1.42493e-07
-130	-2.48665e-07	2.14205e-08
-135	-2.70085e-07	1.86266e-09
-140	-1.84403e-07	3.72531e-08
