Field	X	Y
0	-5.3272e-07	-2.32832e-08
-5	-5.00124e-07	1.11759e-07
-10	-4.51693e-07	5.49483e-08
-15	-5.12231e-07	1.39699e-08
-20	-5.26201e-07	1.1921e-07
-25	-5.28064e-07	1.02446e-07
-30	-5.94187e-07	7.45063e-08
-35	-5.56003e-07	1.49013e-07
-40	-6.91045e-07	1.02446e-07
-45	-8.19568e-07	1.86266e-08
-50	-9.127e-07	4.37724e-08
-55	-5.28995e-07	4.65664e-09
-60	8.47508e-08	7.45063e-08
-65	2.14205e-07	2.51458e-08
-70	4.37723e-07	9.12701e-08
-75	3.25965e-07	1.76952e-08
-80	3.58561e-07	9.3133e-10
-85	3.03613e-07	4.47037e-08
-90	2.15136e-07	8.66135e-08
-95	4.5635e-08	-1.86266e-08
-100	1.86266e-09	1.39699e-08
-105	-1.21073e-08	9.49954e-08
-110	-1.15484e-07	1.21073e-07
-115	-2.30038e-07	9.12701e-08
-120	-1.97441e-07	1.02446e-08
-125	-1.34111e-07	-4.65664e-09
-130	-2.16068e-07	-2.79398e-09
-135	-1.52738e-07	4.00471e-08
-140	-1.4715e-07	1.39699e-08
