Field	X	Y
0	-7.26436e-08	-1.44356e-07
-5	-2.99888e-07	0.0
-10	-3.36209e-07	0.0
-15	-3.37141e-07	0.0
-20	-4.2841e-07	7.45063e-08
-25	-3.73462e-07	4.00471e-08
-30	-3.54836e-07	-4.00471e-08
-35	-4.10715e-07	-9.31328e-09
-40	-4.46105e-07	2.32832e-08
-45	-4.96399e-07	1.11759e-08
-50	-6.03501e-07	8.94074e-08
-55	-7.82316e-08	-5.86735e-08
-60	3.79981e-07	-2.88711e-08
-65	5.40169e-08	1.39699e-08
-70	-1.4715e-07	3.44592e-08
-75	-9.49954e-08	8.94074e-08
-80	-4.5635e-08	1.17347e-07
-85	-4.65664e-09	-4.28411e-08
-90	0.0	5.1223e-08
-95	0.0	2.42145e-08
-100	-4.65664e-09	1.86266e-09
-105	-8.10255e-08	6.51929e-09
-110	-1.64845e-07	5.58796e-08
-115	-1.90922e-07	6.51929e-09
-120	-1.34111e-07	7.45063e-08
-125	-1.97441e-07	2.51458e-08
-130	-1.80677e-07	7.54376e-08
-135	-2.2445e-07	1.30386e-07
-140	-2.05823e-07	5.02916e-08
