Field	X	Y
0	-2.41214e-07	-7.35749e-08
-5	-1.17347e-07	-1.02446e-08
-10	-1.27592e-07	9.31328e-09
-15	-9.03387e-08	5.30856e-08
-20	-2.1048e-07	5.58796e-09
-25	-2.45871e-07	3.72531e-08
-30	-2.19793e-07	1.14553e-07
-35	-2.57047e-07	5.40169e-08
-40	-2.6636e-07	2.79398e-08
-45	-2.50528e-07	9.12701e-08
-50	-2.53322e-07	1.1921e-07
-55	3.20377e-07	1.0524e-07
-60	9.64857e-07	-1.30386e-08
-65	5.90462e-07	-2.79398e-09
-70	1.28523e-07	-1.39699e-08
-75	-6.70557e-08	-4.00471e-08
-80	-1.69502e-07	2.23519e-08
-85	-3.17583e-07	4.8429e-08
-90	-3.70668e-07	6.70557e-08
-95	-2.72879e-07	5.77422e-08
-100	-2.73811e-07	5.58796e-09
-105	-3.60424e-07	0.0
-110	-2.71948e-07	1.58326e-08
-115	-2.50528e-07	1.02446e-08
-120	-3.06407e-07	1.86266e-09
-125	-2.48665e-07	7.82316e-08
-130	-2.30038e-07	2.51458e-08
-135	-2.42146e-07	2.42145e-08
-140	-2.48665e-07	-3.35278e-08
