Field	X	Y
0	-4.22822e-07	-2.63566e-07
-5	-4.91742e-07	-2.60771e-08
-10	-4.80566e-07	4.65664e-08
-15	-4.86154e-07	2.42145e-08
-20	-5.15025e-07	1.09897e-07
-25	-4.08852e-07	6.33304e-08
-30	-5.13162e-07	1.02446e-08
-35	-5.40171e-07	5.58796e-09
-40	-7.0129e-07	-4.28411e-08
-45	-8.28881e-07	9.12701e-08
-50	-8.67065e-07	9.9652e-08
-55	-3.47385e-07	3.72531e-08
-60	1.95579e-07	7.82316e-08
-65	2.30969e-07	2.51458e-08
-70	3.53904e-07	1.02446e-08
-75	3.24102e-07	1.29455e-07
-80	1.56463e-07	2.70085e-08
-85	1.56463e-07	7.35749e-08
-90	9.77893e-08	1.13622e-07
-95	1.39699e-08	2.04892e-08
-100	-3.25965e-08	4.65664e-08
-105	-8.10255e-08	1.06171e-07
-110	-1.17347e-07	4.00471e-08
-115	-1.34111e-07	1.11759e-07
-120	-1.20142e-07	3.72531e-08
-125	-1.17347e-07	1.20142e-07
-130	-2.28175e-07	5.30856e-08
-135	-2.81261e-07	1.86266e-09
-140	-2.55184e-07	0.0
