Field	X	Y
0	-1.72296e-07	6.51929e-09
-5	-4.638e-07	3.53905e-08
-10	-4.8336e-07	9.03387e-08
-15	-5.90462e-07	1.11759e-08
-20	-6.12814e-07	-3.16652e-08
-25	-5.8208e-07	-5.58796e-09
-30	-5.8208e-07	0.0
-35	-6.74281e-07	-2.70085e-08
-40	-7.37611e-07	-8.28882e-08
-45	-8.30743e-07	-1.21073e-08
-50	-8.66134e-07	1.86266e-08
-55	-5.27132e-07	8.38196e-09
-60	2.32832e-08	-8.47508e-08
-65	1.02446e-07	-1.76952e-08
-70	2.44008e-07	4.65664e-09
-75	2.68223e-07	0.0
-80	2.51459e-07	8.38196e-09
-85	2.49596e-07	0.0
-90	1.6112e-07	5.77422e-08
-95	2.14205e-08	7.0781e-08
-100	-7.45064e-09	4.65664e-08
-105	-1.32249e-07	4.37724e-08
-110	-1.26661e-07	-8.66135e-08
-115	-1.6112e-07	-2.88711e-08
-120	-2.72879e-07	2.04892e-08
-125	-2.63566e-07	6.7987e-08
-130	-2.49596e-07	3.25965e-08
-135	-1.51806e-07	6.33304e-08
-140	-1.27592e-07	8.00942e-08
