Field	X	Y
0	-2.51459e-07	8.38195e-08
-5	-1.14553e-07	1.546e-07
-10	-4.28411e-08	9.59267e-08
-15	-5.21543e-08	-2.70085e-08
-20	-1.34111e-07	8.84761e-08
-25	-9.6858e-08	1.31317e-07
-30	-1.0524e-07	7.91629e-08
-35	-1.22004e-07	7.26436e-08
-40	-2.11411e-07	1.58326e-08
-45	-2.69154e-07	1.21073e-08
-50	-2.89643e-07	6.51929e-09
-55	3.69737e-07	0.0
-60	1.01142e-06	2.32832e-08
-65	6.24921e-07	6.61244e-08
-70	6.23991e-08	1.86266e-08
-75	-1.06171e-07	9.4064e-08
-80	-1.88128e-07	2.88711e-08
-85	-3.45522e-07	2.79398e-09
-90	-3.84638e-07	6.61244e-08
-95	-2.86849e-07	9.31328e-09
-100	-2.48665e-07	-3.07339e-08
-105	-2.32832e-07	5.49483e-08
-110	-2.45871e-07	3.25965e-08
-115	-2.48665e-07	6.14677e-08
-120	-2.48665e-07	6.70557e-08
-125	-2.48665e-07	7.45064e-09
-130	-1.67639e-07	0.0
-135	-1.80677e-07	9.87206e-08
-140	-1.49944e-07	2.32832e-08
