Field	X	Y
0	-3.28759e-07	-1.52738e-07
-5	-2.86849e-07	-2.04892e-08
-10	-3.52973e-07	-1.86266e-09
-15	-2.88712e-07	6.5193e-08
-20	-2.58909e-07	8.66135e-08
-25	-3.54836e-07	8.84761e-08
-30	-2.81261e-07	1.18278e-07
-35	-3.34347e-07	1.00583e-07
-40	-4.66594e-07	7.45063e-08
-45	-5.67179e-07	6.5193e-08
-50	-6.16539e-07	7.54376e-08
-55	-8.47508e-08	7.0781e-08
-60	6.77075e-07	2.32832e-08
-65	7.13397e-07	0.0
-70	4.74045e-07	1.86266e-09
-75	2.74742e-07	9.31328e-09
-80	7.91629e-08	1.07103e-07
-85	-1.83471e-07	7.54376e-08
-90	-2.75673e-07	8.38196e-09
-95	-2.42146e-07	6.14677e-08
-100	-1.48081e-07	1.16416e-07
-105	-1.27592e-07	1.04309e-07
-110	-1.34111e-07	1.58326e-08
-115	-1.01515e-07	9.3133e-10
-120	-2.60772e-07	-1.95579e-08
-125	-2.1048e-07	8.38195e-08
-130	-2.09548e-07	2.23519e-08
-135	-2.4494e-07	1.03377e-07
-140	-2.15136e-07	7.82316e-08
