Field	X	Y
0	-3.44591e-07	1.00583e-07
-5	-3.41797e-07	1.37837e-07
-10	-4.47968e-07	1.22004e-07
-15	-4.76841e-07	2.51458e-08
-20	-4.95467e-07	5.68109e-08
-25	-5.03849e-07	9.87206e-08
-30	-6.03501e-07	4.19097e-08
-35	-6.20264e-07	6.98496e-08
-40	-7.30161e-07	4.37724e-08
-45	-8.8476e-07	1.1269e-07
-50	-8.7731e-07	2.04892e-08
-55	-4.65663e-07	-5.40169e-08
-60	7.35749e-08	2.04892e-08
-65	1.09897e-07	5.58796e-09
-70	2.1048e-07	0.0
-75	1.65776e-07	-9.31328e-09
-80	1.88128e-07	-1.00583e-07
-85	2.41214e-07	1.86266e-08
-90	2.27244e-07	1.10828e-07
-95	7.73002e-08	3.91158e-08
-100	-8.66135e-08	1.23867e-07
-105	-3.07339e-08	1.1269e-07
-110	-1.00583e-07	1.86266e-08
-115	-1.1269e-07	5.96051e-08
-120	-1.22935e-07	5.77422e-08
-125	-1.24798e-07	1.13622e-07
-130	-2.09548e-07	1.22935e-07
-135	-1.90922e-07	9.59267e-08
-140	-2.43077e-07	9.31328e-09
