Field	X	Y
0	-2.92437e-07	1.4715e-07
-5	-2.51459e-07	1.17347e-07
-10	-2.39352e-07	4.65664e-08
-15	-2.48665e-07	6.51929e-09
-20	-2.09548e-07	9.12701e-08
-25	-1.76021e-07	2.79398e-08
-30	-1.42493e-07	-1.86266e-09
-35	-2.07686e-07	4.00471e-08
-40	-3.5111e-07	6.51929e-09
-45	-3.66943e-07	0.0
-50	-3.72531e-07	9.31327e-08
-55	2.30969e-07	5.77422e-08
-60	8.26087e-07	1.09897e-07
-65	6.99427e-07	1.57394e-07
-70	3.23171e-07	3.35278e-08
-75	5.1223e-08	6.33304e-08
-80	-2.79398e-09	6.98496e-08
-85	-2.6636e-07	-3.35278e-08
-90	-3.85569e-07	-9.3133e-10
-95	-3.63218e-07	0.0
-100	-3.17583e-07	1.11759e-08
-105	-2.18862e-07	0.0
-110	-1.42493e-07	2.42145e-08
-115	-2.22587e-07	8.75448e-08
-120	-2.46802e-07	1.09897e-07
-125	-2.48665e-07	5.1223e-08
-130	-2.48665e-07	9.31328e-09
-135	-1.58326e-07	2.79398e-09
-140	-2.07686e-07	3.91158e-08
