Field	X	Y
0	-2.16999e-07	-2.74742e-07
-5	-4.38655e-07	2.51458e-08
-10	-4.09784e-07	1.26661e-07
-15	-4.51693e-07	3.72531e-08
-20	-5.37377e-07	2.79398e-09
-25	-5.12231e-07	0.0
-30	-5.96981e-07	-3.07339e-08
-35	-6.2399e-07	-1.39699e-08
-40	-6.69625e-07	-1.49013e-08
-45	-8.18636e-07	-9.6858e-08
-50	-8.66134e-07	4.09784e-08
-55	-3.94883e-07	8.38196e-09
-60	1.37837e-07	3.25965e-08
-65	1.71364e-07	6.51929e-09
-70	3.27827e-07	5.96051e-08
-75	2.92437e-07	1.16416e-07
-80	2.5239e-07	2.51458e-08
-85	2.06755e-07	2.14205e-08
-90	9.31327e-08	1.14553e-07
-95	1.11759e-07	7.54376e-08
-100	1.86266e-08	-1.11759e-08
-105	-8.10255e-08	1.30386e-08
-110	-7.0781e-08	2.98025e-08
-115	-1.97441e-07	5.30856e-08
-120	-6.98496e-08	3.44592e-08
-125	-1.13622e-07	2.42145e-08
-130	-1.23867e-07	3.91158e-08
-135	-1.24798e-07	1.03377e-07
-140	-1.53669e-07	5.21543e-08
