Field	X	Y
0	-1.32249e-07	1.65776e-07
-5	-2.71017e-07	1.03377e-07
-10	-3.47385e-07	3.72531e-08
-15	-3.61355e-07	2.98025e-08
-20	-3.19445e-07	1.10828e-07
-25	-3.61355e-07	5.86735e-08
-30	-4.38655e-07	7.45063e-08
-35	-3.76256e-07	3.07339e-08
-40	-4.66594e-07	-2.42145e-08
-45	-6.23058e-07	5.1223e-08
-50	-7.32023e-07	4.74977e-08
-55	-2.59841e-07	-4.47037e-08
-60	4.00471e-07	-4.65664e-09
-65	5.59729e-07	9.31327e-08
-70	5.30858e-07	1.18278e-07
-75	2.44008e-07	5.86735e-08
-80	1.10828e-07	7.54376e-08
-85	-6.70557e-08	1.06171e-07
-90	-6.61244e-08	3.91158e-08
-95	-1.52738e-07	3.72532e-09
-100	-2.29106e-07	7.26436e-08
-105	-1.43425e-07	-5.58796e-09
-110	-2.04892e-07	-9.3133e-10
-115	-1.76021e-07	-6.14677e-08
-120	-1.62051e-07	-1.95579e-08
-125	-2.90574e-07	9.31328e-09
-130	-2.56116e-07	1.07103e-07
-135	-2.48665e-07	7.45063e-08
-140	-2.20724e-07	5.96051e-08
