Field	X	Y
0	-1.01515e-07	-1.36905e-07
-5	-1.06171e-07	8.84761e-08
-10	-1.7509e-07	2.79398e-08
-15	-1.25729e-07	5.58796e-08
-20	-1.06171e-07	6.51929e-09
-25	-1.38768e-07	0.0
-30	-1.43425e-07	-2.04892e-08
-35	-1.13622e-07	-1.03377e-07
-40	-2.09548e-07	-1.39699e-08
-45	-2.14205e-07	-9.3133e-10
-50	-1.35974e-07	1.39699e-08
-55	4.55419e-07	4.65664e-08
-60	1.05892e-06	1.67639e-08
-65	6.42616e-07	2.79398e-09
-70	3.72531e-08	5.40169e-08
-75	-1.97441e-07	4.65664e-09
-80	-2.86849e-07	4.65664e-09
-85	-3.50179e-07	4.65664e-09
-90	-3.70668e-07	6.05364e-08
-95	-3.68806e-07	3.25965e-08
-100	-3.26896e-07	2.79398e-09
-105	-2.54253e-07	6.51929e-09
-110	-2.48665e-07	3.53905e-08
-115	-2.56116e-07	6.98496e-08
-120	-2.57978e-07	1.09897e-07
-125	-2.70085e-07	5.30856e-08
-130	-2.06755e-07	7.82316e-08
-135	-8.94074e-08	5.77422e-08
-140	-1.34111e-07	2.98025e-08
