Field	X	Y
0	-1.74158e-07	-6.51929e-09
-5	-2.45871e-07	8.10255e-08
-10	-2.48665e-07	1.16416e-07
-15	-2.46802e-07	3.72531e-08
-20	-2.54253e-07	9.03387e-08
-25	-2.51459e-07	1.1269e-07
-30	-3.20377e-07	3.91158e-08
-35	-3.76256e-07	-2.79398e-09
-40	-2.89643e-07	-2.79398e-09
-45	-4.30273e-07	-1.21073e-08
-50	-4.86154e-07	-9.3133e-10
-55	6.5193e-08	-3.07339e-08
-60	5.63454e-07	1.76952e-08
-65	2.59841e-07	1.11759e-08
-70	-4.00471e-08	1.39699e-08
-75	-1.03377e-07	-3.72532e-09
-80	-2.42145e-08	-5.58796e-09
-85	2.98025e-08	-6.61244e-08
-90	4.65664e-09	4.65664e-09
-95	-8.84761e-08	9.31328e-09
-100	-1.11759e-07	9.12701e-08
-105	-7.82316e-08	1.58326e-08
-110	-8.28882e-08	5.30856e-08
-115	-1.66708e-07	7.45064e-09
-120	-1.32249e-07	-2.42145e-08
-125	-2.07686e-07	-7.35749e-08
-130	-2.4494e-07	-2.79398e-08
-135	-2.36557e-07	6.23991e-08
-140	-2.62635e-07	7.73002e-08
