Field	X	Y
0	-4.4238e-07	-1.95579e-08
-5	-3.78119e-07	8.10255e-08
-10	-4.84291e-07	5.40169e-08
-15	-4.82429e-07	-3.63218e-08
-20	-3.88363e-07	-9.31328e-09
-25	-4.73114e-07	4.19097e-08
-30	-6.05363e-07	5.58796e-08
-35	-6.97564e-07	3.91158e-08
-40	-6.71487e-07	1.86266e-09
-45	-7.75795e-07	0.0
-50	-7.66482e-07	7.45063e-08
-55	-3.41797e-07	2.14205e-08
-60	1.35974e-07	-2.60771e-08
-65	2.51459e-07	9.31328e-09
-70	3.60424e-07	-1.21073e-08
-75	3.49248e-07	5.1223e-08
-80	3.0827e-07	5.77422e-08
-85	2.76605e-07	2.51458e-08
-90	1.38768e-07	7.54376e-08
-95	2.98025e-08	1.58326e-08
-100	1.86266e-08	-2.14205e-08
-105	-9.9652e-08	1.67639e-08
-110	-1.78815e-07	3.72532e-09
-115	-5.1223e-08	-2.79398e-09
-120	-1.55532e-07	7.54376e-08
-125	-2.6636e-07	-3.07339e-08
-130	-1.52738e-07	2.60771e-08
-135	-1.18278e-07	9.03387e-08
-140	-1.23867e-07	1.10828e-07
