Field	X	Y
0	1.71364e-07	1.48081e-07
-5	-8.75448e-08	1.25729e-07
-10	-7.45063e-08	2.51458e-08
-15	-1.20142e-07	9.59267e-08
-20	-1.22004e-07	4.00471e-08
-25	-1.17347e-07	-7.91629e-08
-30	-5.77422e-08	7.54376e-08
-35	-2.88711e-08	1.86266e-08
-40	-1.13622e-07	-2.88711e-08
-45	-2.09548e-07	-4.37724e-08
-50	-1.95579e-07	-9.6858e-08
-55	4.01402e-07	5.77422e-08
-60	1.06917e-06	2.04892e-07
-65	6.36097e-07	1.31317e-07
-70	1.08034e-07	1.39699e-08
-75	-8.00942e-08	5.58796e-09
-80	-1.84403e-07	-2.32832e-08
-85	-3.47385e-07	7.0781e-08
-90	-3.38072e-07	2.79398e-08
-95	-2.83124e-07	2.79398e-09
-100	-2.68223e-07	5.30856e-08
-105	-2.58909e-07	6.51929e-09
-110	-2.34694e-07	0.0
-115	-3.11995e-07	0.0
-120	-1.65776e-07	0.0
-125	-1.28523e-07	-3.07339e-08
-130	-1.73227e-07	5.77422e-08
-135	-2.39352e-07	6.5193e-08
-140	-2.09548e-07	6.5193e-08
