Field	X	Y
0	-3.41797e-07	5.1223e-08
-5	-1.36905e-07	8.38196e-09
-10	-2.03029e-07	6.23991e-08
-15	-1.38768e-07	4.65664e-08
-20	-1.24798e-07	-2.14205e-08
-25	-7.26436e-08	-2.14205e-08
-30	-1.15484e-07	-1.02446e-08
-35	-1.89059e-07	-2.23519e-08
-40	-1.88128e-07	7.45063e-08
-45	-2.30038e-07	3.63218e-08
-50	-1.74158e-07	1.21073e-07
-55	4.00471e-07	1.77884e-07
-60	9.63926e-07	1.48081e-07
-65	4.74045e-07	1.26661e-07
-70	5.77422e-08	6.33304e-08
-75	-7.26436e-08	-2.88711e-08
-80	-1.71364e-07	3.16652e-08
-85	-2.75673e-07	6.51929e-09
-90	-3.62286e-07	5.86735e-08
-95	-3.52973e-07	9.77893e-08
-100	-2.70085e-07	8.00942e-08
-105	-2.50528e-07	1.00583e-07
-110	-3.04544e-07	1.21073e-07
-115	-2.42146e-07	2.60771e-08
-120	-2.5239e-07	9.03387e-08
-125	-1.67639e-07	1.14553e-07
-130	-3.00819e-07	2.79398e-08
-135	-2.62635e-07	7.73002e-08
-140	-2.37488e-07	1.04309e-07
