Field	X	Y
0	-1.08034e-07	5.21543e-08
-5	-1.46219e-07	4.65664e-09
-10	-1.6857e-07	4.8429e-08
-15	-2.32832e-07	9.49954e-08
-20	-1.91853e-07	1.02446e-07
-25	-1.59257e-07	7.45064e-09
-30	-1.40631e-07	-2.88711e-08
-35	-1.90922e-07	1.00583e-07
-40	-1.49944e-07	8.75448e-08
-45	-2.11411e-07	-2.60771e-08
-50	-2.93368e-07	5.40169e-08
-55	3.46454e-07	5.1223e-08
-60	9.28532e-07	5.77422e-08
-65	5.06643e-07	1.10828e-07
-70	1.30386e-08	1.22935e-07
-75	-1.64845e-07	4.65664e-08
-80	-1.53669e-07	7.17123e-08
-85	-3.78119e-07	-2.98025e-08
-90	-4.74045e-07	1.49013e-08
-95	-3.50179e-07	6.51929e-09
-100	-2.98025e-07	-1.49013e-08
-105	-2.68223e-07	4.28411e-08
-110	-2.06755e-07	3.16652e-08
-115	-2.44008e-07	2.79398e-09
-120	-2.48665e-07	2.79398e-09
-125	-1.65776e-07	6.51929e-09
-130	-2.28175e-07	1.11759e-08
-135	-2.54253e-07	4.65664e-09
-140	-2.48665e-07	0.0
