Field	X	Y
0	0.0	-6.5193e-08
-5	-5.77422e-08	6.98496e-08
-10	-1.40631e-07	2.51458e-08
-15	-7.82316e-08	1.86266e-09
-20	-9.6858e-08	4.8429e-08
-25	-3.07339e-08	6.23991e-08
-30	-1.01515e-07	1.07103e-07
-35	-1.34111e-07	8.00942e-08
-40	-1.6112e-07	9.4064e-08
-45	-1.74158e-07	1.21073e-08
-50	-1.79746e-07	3.25965e-08
-55	3.97677e-07	2.51458e-08
-60	1.03843e-06	1.18278e-07
-65	6.3796e-07	3.44592e-08
-70	2.32832e-08	4.5635e-08
-75	-2.88711e-08	4.65664e-09
-80	-1.46219e-07	3.72531e-08
-85	-3.38072e-07	1.13622e-07
-90	-3.70668e-07	4.09784e-08
-95	-3.6508e-07	3.72532e-09
-100	-3.716e-07	2.98025e-08
-105	-3.33415e-07	1.95579e-08
-110	-3.16651e-07	-1.02446e-08
-115	-3.05476e-07	9.03387e-08
-120	-1.69502e-07	9.77893e-08
-125	-2.30969e-07	1.21073e-08
-130	-1.57394e-07	0.0
-135	-1.34111e-07	7.45063e-08
-140	-9.03387e-08	1.1269e-07
