Field	X	Y
0	-4.76841e-07	1.11759e-08
-5	-4.95467e-07	5.40169e-08
-10	-4.9733e-07	1.15484e-07
-15	-4.95467e-07	2.79398e-08
-20	-5.113e-07	1.86266e-09
-25	-5.62522e-07	0.0
-30	-6.16539e-07	4.65664e-09
-35	-6.56586e-07	1.11759e-08
-40	-8.13048e-07	1.86266e-09
-45	-9.46227e-07	-2.79398e-09
-50	-1.00677e-06	-7.35749e-08
-55	-5.41102e-07	6.51929e-09
-60	2.32832e-08	1.07103e-07
-65	2.69154e-07	2.79398e-08
-70	3.70668e-07	1.86266e-09
-75	3.25965e-07	-2.79398e-09
-80	2.69154e-07	-1.67639e-08
-85	3.05476e-07	4.47037e-08
-90	1.29455e-07	1.86266e-09
-95	2.98025e-08	1.02446e-08
-100	9.3133e-10	7.73002e-08
-105	-8.00942e-08	4.00471e-08
-110	-3.35278e-08	1.09897e-07
-115	-5.40169e-08	1.22935e-07
-120	-1.62051e-07	6.89183e-08
-125	-1.27592e-07	2.51458e-08
-130	-1.42493e-07	-1.21073e-08
-135	-2.12342e-07	-9.3133e-10
-140	-2.06755e-07	1.58326e-08
