Field	X	Y
0	-8.10255e-08	2.62635e-07
-5	-1.08034e-07	3.91158e-08
-10	-1.29455e-07	1.30386e-08
-15	3.72532e-09	-1.21073e-08
-20	-7.35749e-08	7.35749e-08
-25	-5.40169e-08	5.30856e-08
-30	-1.34111e-07	-6.33304e-08
-35	-1.39699e-07	-3.81845e-08
-40	-1.62982e-07	-2.51458e-08
-45	-2.27244e-07	-2.79398e-09
-50	-2.46802e-07	1.76952e-08
-55	3.91157e-07	5.58796e-09
-60	1.04495e-06	9.77893e-08
-65	5.4669e-07	8.38195e-08
-70	-7.45064e-09	-1.39699e-08
-75	-8.47508e-08	2.79398e-09
-80	-1.86265e-07	1.30386e-08
-85	-3.7905e-07	3.72531e-08
-90	-2.95231e-07	1.10828e-07
-95	-2.84055e-07	7.45063e-08
-100	-2.92437e-07	9.31328e-09
-105	-2.79399e-07	3.44592e-08
-110	-1.71364e-07	7.26436e-08
-115	-2.05823e-07	1.08034e-07
-120	-2.78467e-07	6.05364e-08
-125	-2.53322e-07	1.02446e-07
-130	-2.32832e-07	8.94074e-08
-135	-1.66708e-07	1.02446e-08
-140	-2.19793e-07	0.0
