Field	X	Y
0	2.00235e-07	1.91853e-07
-5	6.51929e-09	3.63218e-08
-10	6.89183e-08	8.38196e-09
-15	-1.67639e-07	6.89183e-08
-20	-1.87197e-07	6.33304e-08
-25	-1.32249e-07	8.38196e-09
-30	-1.88128e-07	2.88711e-08
-35	-1.3318e-07	2.79398e-09
-40	-2.09548e-07	-4.5635e-08
-45	-2.45871e-07	3.91158e-08
-50	-2.25381e-07	2.04892e-08
-55	4.1444e-07	7.73002e-08
-60	1.06265e-06	1.49944e-07
-65	6.86388e-07	3.91158e-08
-70	1.63914e-07	4.65664e-08
-75	-8.94074e-08	5.02916e-08
-80	-1.83471e-07	5.58796e-09
-85	-3.09201e-07	5.49483e-08
-90	-3.68806e-07	4.37724e-08
-95	-3.73462e-07	5.58796e-08
-100	-3.73462e-07	1.16416e-07
-105	-3.02682e-07	1.23867e-07
-110	-2.47734e-07	1.23867e-07
-115	-1.49013e-07	1.22935e-07
-120	-2.28175e-07	5.02916e-08
-125	-1.55532e-07	1.11759e-07
-130	-2.16999e-07	1.02446e-07
-135	-2.49596e-07	2.98025e-08
-140	-1.55532e-07	8.66135e-08
