Field	X	Y
0	-2.84987e-07	-1.43425e-07
-5	-2.32832e-07	3.44592e-08
-10	-2.46802e-07	4.65664e-08
-15	-2.48665e-07	2.32832e-08
-20	-2.29106e-07	-1.58326e-08
-25	-2.56116e-07	-2.79398e-09
-30	-3.24102e-07	0.0
-35	-3.68806e-07	0.0
-40	-3.7905e-07	4.09784e-08
-45	-4.76841e-07	6.51929e-09
-50	-4.48899e-07	0.0
-55	6.7987e-08	9.12701e-08
-60	6.64968e-07	5.1223e-08
-65	5.56003e-07	6.33304e-08
-70	3.70668e-07	8.19568e-08
-75	1.56463e-07	1.58326e-08
-80	1.86266e-09	4.65664e-09
-85	-1.65776e-07	4.65664e-09
-90	-3.00819e-07	-7.63689e-08
-95	-3.31553e-07	5.1223e-08
-100	-2.72879e-07	4.65664e-08
-105	-2.60772e-07	-3.07339e-08
-110	-2.3842e-07	-7.45064e-09
-115	-1.546e-07	-4.93603e-08
-120	-1.31317e-07	9.3133e-10
-125	-2.25381e-07	1.00583e-07
-130	-2.46802e-07	6.23991e-08
-135	-2.32832e-07	1.49013e-08
-140	-2.42146e-07	3.44592e-08
