Field	X	Y
0	-3.48316e-07	1.3318e-07
-5	-3.97677e-07	1.11759e-07
-10	-4.53556e-07	4.19097e-08
-15	-4.62869e-07	-5.86735e-08
-20	-4.92673e-07	-1.02446e-08
-25	-5.3272e-07	-9.3133e-10
-30	-5.07574e-07	2.51458e-08
-35	-5.91393e-07	5.77422e-08
-40	-6.4541e-07	3.16652e-08
-45	-8.16774e-07	-5.02916e-08
-50	-9.00593e-07	1.02446e-08
-55	-5.40171e-07	-7.0781e-08
-60	1.45287e-07	-2.60771e-08
-65	4.61938e-07	1.41562e-07
-70	5.29926e-07	1.09897e-07
-75	3.41797e-07	1.39699e-08
-80	2.1048e-07	7.45063e-08
-85	1.51806e-07	8.00942e-08
-90	6.14677e-08	9.22014e-08
-95	5.58796e-09	1.30386e-08
-100	-8.38196e-09	0.0
-105	-1.0524e-07	5.21543e-08
-110	-1.22935e-07	-1.30386e-08
-115	-1.55532e-07	1.86266e-08
-120	-1.28523e-07	5.30856e-08
-125	-6.05364e-08	1.04309e-07
-130	-1.32249e-07	1.58326e-08
-135	-2.35626e-07	-4.09784e-08
-140	-1.95579e-07	3.07339e-08
