Field	X	Y
0	-4.81497e-07	3.63218e-08
-5	-3.80913e-07	6.51929e-09
-10	-3.70668e-07	-2.79398e-08
-15	-4.48899e-07	-3.72532e-09
-20	-4.89879e-07	-6.51929e-09
-25	-4.9733e-07	-1.58326e-08
-30	-5.80218e-07	-1.86266e-09
-35	-6.17471e-07	7.17123e-08
-40	-6.67762e-07	9.03387e-08
-45	-7.37611e-07	1.1921e-07
-50	-7.09671e-07	4.28411e-08
-55	-3.10132e-07	9.12701e-08
-60	1.79746e-07	7.26436e-08
-65	-3.44592e-08	9.9652e-08
-70	-4.47037e-08	1.24798e-07
-75	2.79398e-08	2.79398e-08
-80	1.72296e-07	0.0
-85	1.36905e-07	5.30856e-08
-90	7.73002e-08	1.04309e-07
-95	8.38196e-09	9.49954e-08
-100	-4.65664e-08	3.63218e-08
-105	-1.06171e-07	-1.86266e-09
-110	-1.4715e-07	-5.58796e-09
-115	-1.27592e-07	1.77884e-07
-120	-1.25729e-07	1.51806e-07
-125	-2.25381e-07	1.18278e-07
-130	-2.03029e-07	4.00471e-08
-135	-1.62051e-07	1.86266e-08
-140	-2.70085e-07	6.05364e-08
