Field	X	Y
0	4.8429e-08	1.09897e-07
-5	2.79398e-09	1.06171e-07
-10	-1.11759e-08	4.8429e-08
-15	-1.02446e-07	3.72532e-09
-20	-5.58796e-08	4.09784e-08
-25	-6.70557e-08	7.45064e-09
-30	-1.36905e-07	8.28882e-08
-35	-1.27592e-07	6.33304e-08
-40	-1.30386e-07	4.65664e-09
-45	-2.48665e-07	7.91629e-08
-50	-2.53322e-07	2.32832e-08
-55	3.11064e-07	1.11759e-08
-60	9.33189e-07	9.87206e-08
-65	6.01638e-07	1.1269e-07
-70	7.45064e-09	1.58326e-08
-75	-3.72531e-08	2.79398e-08
-80	-1.34111e-07	-2.42145e-08
-85	-3.26896e-07	8.94074e-08
-90	-3.16651e-07	1.14553e-07
-95	-2.56116e-07	8.19568e-08
-100	-2.33763e-07	3.53905e-08
-105	-1.39699e-07	1.03377e-07
-110	-2.06755e-07	1.67639e-08
-115	-2.4494e-07	8.56821e-08
-120	-2.11411e-07	3.44592e-08
-125	-2.42146e-07	2.79398e-09
-130	-1.56463e-07	8.19568e-08
-135	-1.27592e-07	4.65664e-08
-140	-1.48081e-07	3.44592e-08
