Field	X	Y
0	-1.79746e-07	-1.03377e-07
-5	-1.28523e-07	-1.86266e-09
-10	-1.24798e-07	3.63218e-08
-15	-2.79398e-08	6.33304e-08
-20	-1.06171e-07	5.21543e-08
-25	-1.52738e-07	3.16652e-08
-30	-1.36905e-07	4.93603e-08
-35	-1.38768e-07	9.31328e-09
-40	-1.26661e-07	0.0
-45	-1.57394e-07	0.0
-50	-1.93716e-07	8.38195e-08
-55	4.88017e-07	3.44592e-08
-60	1.05892e-06	-2.79398e-08
-65	5.59729e-07	-1.49013e-08
-70	3.35278e-08	6.70557e-08
-75	-2.16999e-07	5.40169e-08
-80	-3.05476e-07	1.95579e-08
-85	-3.74393e-07	3.72532e-09
-90	-4.88948e-07	0.0
-95	-4.33998e-07	2.79398e-08
-100	-3.14789e-07	2.70085e-08
-105	-2.55184e-07	-2.88711e-08
-110	-2.48665e-07	-8.38196e-09
-115	-1.88128e-07	2.79398e-08
-120	-1.80677e-07	2.79398e-09
-125	-2.28175e-07	-1.39699e-08
-130	-1.80677e-07	-3.72532e-09
-135	-2.40283e-07	0.0
-140	-2.60772e-07	-1.58326e-08
