"Current","Field","Frequency","Spectra"
1.9138,28.707,1,-1.7028714914078873
1.9138,28.707,1.003125,-1.662324714715673
1.9138,28.707,1.00625,-1.631453172788111
1.9138,28.707,1.0093750000000001,-1.6087738907331706
1.9138,28.707,1.0125,-1.598493121756561
1.9138,28.707,1.015625,-1.5982628435714472
1.9138,28.707,1.01875,-1.6135811379675824
1.9138,28.707,1.021875,-1.6367309654472084
1.9138,28.707,1.0250000000000001,-1.675866157292387
1.9138,28.707,1.028125,-1.7281583786187245
1.9138,28.707,1.03125,-1.7909869518458708
1.9138,28.707,1.034375,-1.8638222363936128
1.9138,28.707,1.0375,-1.9400342230339773
1.9138,28.707,1.0406250000000001,-2.0164911727506842
1.9138,28.707,1.04375,-2.093635674611429
1.9138,28.707,1.046875,-2.1662558441254816
1.9138,28.707,1.05,-2.2358009158030554
1.9138,28.707,1.053125,-2.2914091372320144
1.9138,28.707,1.0562500000000001,-2.3353044347622482
1.9138,28.707,1.059375,-2.372512565611159
1.9138,28.707,1.0625,-2.3935836243451174
1.9138,28.707,1.065625,-2.4037406480383927
1.9138,28.707,1.06875,-2.4047231390489054
1.9138,28.707,1.0718750000000001,-2.3938116865922567
1.9138,28.707,1.0750000000000002,-2.3731282562991027
1.9138,28.707,1.078125,-2.344866713107516
1.9138,28.707,1.08125,-2.3082502983533573
1.9138,28.707,1.084375,-2.263925995461708
1.9138,28.707,1.0875000000000001,-2.213283303193055
1.9138,28.707,1.0906250000000002,-2.1642937071923383
1.9138,28.707,1.09375,-2.1199874296122228
1.9138,28.707,1.096875,-2.067985379874395
1.9138,28.707,1.1,-2.026530328674465
1.9138,28.707,1.1031250000000001,-1.9929426935901342
1.9138,28.707,1.1062500000000002,-1.9499693899961525
1.9138,28.707,1.109375,-1.9224647533570915
1.9138,28.707,1.1125,-1.9054818987642475
1.9138,28.707,1.115625,-1.8942333662734994
1.9138,28.707,1.1187500000000001,-1.8952470725388761
1.9138,28.707,1.1218750000000002,-1.8995501904397303
1.9138,28.707,1.125,-1.9089850718899435
1.9138,28.707,1.128125,-1.9225989420007359
1.9138,28.707,1.13125,-1.9445976234706077
1.9138,28.707,1.1343750000000001,-1.9679040115100181
1.9138,28.707,1.1375000000000002,-1.9929697926815142
1.9138,28.707,1.140625,-2.0187589637779575
1.9138,28.707,1.14375,-2.035880451527636
1.9138,28.707,1.146875,-2.0530112715172812
1.9138,28.707,1.1500000000000001,-2.066873232964936
1.9138,28.707,1.1531250000000002,-2.0770550011712565
1.9138,28.707,1.15625,-2.076065919125778
1.9138,28.707,1.159375,-2.0693895227230135
1.9138,28.707,1.1625,-2.0565760030733213
1.9138,28.707,1.1656250000000001,-2.038226606451677
1.9138,28.707,1.1687500000000002,-2.0148855482865486
1.9138,28.707,1.171875,-1.9851135452140776
1.9138,28.707,1.175,-1.9549654214917147
1.9138,28.707,1.178125,-1.9211108355721154
1.9138,28.707,1.1812500000000001,-1.887595291243882
1.9138,28.707,1.1843750000000002,-1.8529483583144668
1.9138,28.707,1.1875,-1.8261280917598444
1.9138,28.707,1.190625,-1.8037720120247613
1.9138,28.707,1.19375,-1.7950473477309856
1.9138,28.707,1.1968750000000001,-1.7931966617322521
1.9138,28.707,1.2000000000000002,-1.8025214573476998
1.9138,28.707,1.203125,-1.8269208691517216
1.9138,28.707,1.20625,-1.8638033536601277
1.9138,28.707,1.209375,-1.9129828646973115
1.9138,28.707,1.2125000000000001,-1.9716180498475089
1.9138,28.707,1.2156250000000002,-2.036565765151753
1.9138,28.707,1.21875,-2.104082212194628
1.9138,28.707,1.221875,-2.1740882044529544
1.9138,28.707,1.225,-2.2482145252037604
1.9138,28.707,1.2281250000000001,-2.3155617751885655
1.9138,28.707,1.2312500000000002,-2.3755998815474397
1.9138,28.707,1.234375,-2.422104041850364
1.9138,28.707,1.2375,-2.4575031476571616
1.9138,28.707,1.240625,-2.48357115448908
1.9138,28.707,1.2437500000000001,-2.5027457693081248
1.9138,28.707,1.2468750000000002,-2.510179808225739
1.9138,28.707,1.25,-2.5031631152485607
1.9138,28.707,1.253125,-2.4838194516066814
1.9138,28.707,1.25625,-2.442959205752648
1.9138,28.707,1.2593750000000001,-2.3976178802751678
1.9138,28.707,1.2625000000000002,-2.3593238116152375
1.9138,28.707,1.265625,-2.317201235176984
1.9138,28.707,1.26875,-2.2667256536627636
1.9138,28.707,1.271875,-2.216993412944928
1.9138,28.707,1.2750000000000001,-2.15985779364063
1.9138,28.707,1.2781250000000002,-2.1061552638403347
1.9138,28.707,1.28125,-2.0651299283599758
1.9138,28.707,1.284375,-2.039367672312167
1.9138,28.707,1.2875,-2.0153152547751114
1.9138,28.707,1.2906250000000001,-1.9968263698811606
1.9138,28.707,1.2937500000000002,-1.9920844144573353
1.9138,28.707,1.296875,-1.997530198701215
1.9138,28.707,1.3,-2.0104208239087638
1.9138,28.707,1.303125,-2.0383488655531212
1.9138,28.707,1.3062500000000001,-2.0739436484949554
1.9138,28.707,1.3093750000000002,-2.1147989173077466
1.9138,28.707,1.3125,-2.1582468081201465
1.9138,28.707,1.315625,-2.2055207316330927
1.9138,28.707,1.31875,-2.258570255533228
1.9138,28.707,1.3218750000000001,-2.3001318637974655
1.9138,28.707,1.3250000000000002,-2.3392940685062644
1.9138,28.707,1.328125,-2.3731019297708493
1.9138,28.707,1.33125,-2.396600904774769
1.9138,28.707,1.334375,-2.408810100083619
1.9138,28.707,1.3375000000000001,-2.413216870268652
1.9138,28.707,1.3406250000000002,-2.408115112244404
1.9138,28.707,1.34375,-2.3905148189912544
1.9138,28.707,1.346875,-2.365296465593053
1.9138,28.707,1.35,-2.329075014489848
1.9138,28.707,1.3531250000000001,-2.285310198234313
1.9138,28.707,1.3562500000000002,-2.2364787620979434
1.9138,28.707,1.359375,-2.1886998490594367
1.9138,28.707,1.3625,-2.1315329190437455
1.9138,28.707,1.365625,-2.076727901216335
1.9138,28.707,1.3687500000000001,-2.025172686625252
1.9138,28.707,1.3718750000000002,-1.977643666236382
1.9138,28.707,1.375,-1.9419958082368725
1.9138,28.707,1.378125,-1.9119541834616132
1.9138,28.707,1.38125,-1.8900519188742262
1.9138,28.707,1.3843750000000001,-1.8830622756480397
1.9138,28.707,1.3875000000000002,-1.8868345208202166
1.9138,28.707,1.390625,-1.904868945180124
1.9138,28.707,1.39375,-1.9377252200140307
1.9138,28.707,1.396875,-1.9856465188557166
1.9138,28.707,1.4000000000000001,-2.0453748276814805
1.9138,28.707,1.4031250000000002,-2.099257526930798
1.9138,28.707,1.40625,-2.166201693356265
1.9138,28.707,1.409375,-2.236915638948506
1.9138,28.707,1.4125,-2.3080781669154278
1.9138,28.707,1.4156250000000001,-2.3752334916358304
1.9138,28.707,1.4187500000000002,-2.4382449933506063
1.9138,28.707,1.421875,-2.4891868721256616
1.9138,28.707,1.425,-2.5331697736949166
1.9138,28.707,1.428125,-2.5663550574947545
1.9138,28.707,1.4312500000000001,-2.584843347568455
1.9138,28.707,1.4343750000000002,-2.596339588925956
1.9138,28.707,1.4375,-2.5964238762826857
1.9138,28.707,1.440625,-2.58457704258909
1.9138,28.707,1.44375,-2.563529426008964
1.9138,28.707,1.4468750000000001,-2.5337858610127233
1.9138,28.707,1.4500000000000002,-2.4957124575626537
1.9138,28.707,1.453125,-2.45234162177906
1.9138,28.707,1.45625,-2.4061518620855114
1.9138,28.707,1.459375,-2.359406505233273
1.9138,28.707,1.4625000000000001,-2.310396740714185
1.9138,28.707,1.4656250000000002,-2.266027464904127
1.9138,28.707,1.46875,-2.228617670953069
1.9138,28.707,1.471875,-2.1959949964634715
1.9138,28.707,1.475,-2.1730555932394218
1.9138,28.707,1.4781250000000001,-2.1604807390290137
1.9138,28.707,1.4812500000000002,-2.162697137013559
1.9138,28.707,1.484375,-2.1718995256559523
1.9138,28.707,1.4875,-2.199321398473534
1.9138,28.707,1.490625,-2.2355637319990675
1.9138,28.707,1.4937500000000001,-2.2816019105050587
1.9138,28.707,1.4968750000000002,-2.3341452412635992
1.9138,28.707,1.5,-2.3849486623509
1.9138,28.707,1.503125,-2.4396267929031796
1.9138,28.707,1.50625,-2.4901137809764426
1.9138,28.707,1.5093750000000001,-2.534780432155042
1.9138,28.707,1.5125000000000002,-2.574044487975698
1.9138,28.707,1.515625,-2.602204553899614
1.9138,28.707,1.51875,-2.626308049053142
1.9138,28.707,1.521875,-2.6344276710870487
1.9138,28.707,1.5250000000000001,-2.6288480430596453
1.9138,28.707,1.5281250000000002,-2.6182513155506677
1.9138,28.707,1.53125,-2.599100456555869
1.9138,28.707,1.534375,-2.573290301501612
1.9138,28.707,1.5375,-2.5401912052160514
1.9138,28.707,1.5406250000000001,-2.5029581804084104
1.9138,28.707,1.5437500000000002,-2.459749167839999
1.9138,28.707,1.546875,-2.410418858314546
1.9138,28.707,1.55,-2.361148403275447
1.9138,28.707,1.553125,-2.313177641940611
1.9138,28.707,1.5562500000000001,-2.26387067558016
1.9138,28.707,1.5593750000000002,-2.2220902917765333
1.9138,28.707,1.5625,-2.179230741119778
1.9138,28.707,1.565625,-2.1486823013909904
1.9138,28.707,1.56875,-2.1264221483864003
1.9138,28.707,1.5718750000000001,-2.112105158511797
