Field	X	Y
0	-1.06171e-07	1.04309e-07
-5	-1.97441e-07	9.87206e-08
-10	-1.46219e-07	1.86266e-08
-15	-1.26661e-07	8.00942e-08
-20	-9.77893e-08	3.16652e-08
-25	-4.74977e-08	6.14677e-08
-30	-9.12701e-08	-3.53905e-08
-35	-5.96051e-08	1.30386e-08
-40	-9.31327e-08	6.05364e-08
-45	-2.08617e-07	1.08965e-07
-50	-1.88128e-07	1.20142e-07
-55	4.71251e-07	1.23867e-07
-60	1.02726e-06	1.21073e-07
-65	5.17819e-07	2.04892e-08
-70	-4.19097e-08	4.37724e-08
-75	-1.48081e-07	1.0524e-07
-80	-2.14205e-07	1.76952e-08
-85	-3.24102e-07	5.30856e-08
-90	-3.66012e-07	1.22935e-07
-95	-2.79399e-07	2.79398e-08
-100	-3.07338e-07	6.51929e-09
-105	-2.00235e-07	1.86266e-09
-110	-2.86849e-07	-4.93603e-08
-115	-2.62635e-07	8.47508e-08
-120	-2.49596e-07	3.91158e-08
-125	-2.14205e-07	8.66135e-08
-130	-1.74158e-07	1.0524e-07
-135	-1.55532e-07	3.16652e-08
-140	-2.06755e-07	9.59267e-08
