Field	X	Y
0	-4.89879e-07	5.86735e-08
-5	-3.85569e-07	-5.86735e-08
-10	-4.46105e-07	-4.00471e-08
-15	-5.22476e-07	-4.8429e-08
-20	-5.15025e-07	-2.79398e-09
-25	-5.61591e-07	0.0
-30	-6.11883e-07	7.26436e-08
-35	-5.87668e-07	4.37724e-08
-40	-6.808e-07	4.65664e-09
-45	-7.9349e-07	0.0
-50	-9.50884e-07	3.25965e-08
-55	-5.23407e-07	6.05364e-08
-60	4.74977e-08	1.88128e-07
-65	2.3842e-07	1.546e-07
-70	3.86501e-07	1.1921e-07
-75	3.39935e-07	1.76952e-08
-80	1.72296e-07	-1.95579e-08
-85	1.35974e-07	5.1223e-08
-90	6.33304e-08	7.91629e-08
-95	6.51929e-09	1.21073e-08
-100	-5.1223e-08	8.38195e-08
-105	-1.21073e-08	2.32832e-08
-110	-4.47037e-08	9.3133e-10
-115	-2.79398e-08	2.98025e-08
-120	-1.27592e-07	2.70085e-08
-125	-1.92785e-07	9.31327e-08
-130	-1.45287e-07	5.86735e-08
-135	-1.40631e-07	5.58796e-09
-140	-1.95579e-07	8.19568e-08
