Field	X	Y
0	-3.50179e-07	2.15136e-07
-5	-3.67874e-07	5.30856e-08
-10	-3.11995e-07	4.65664e-09
-15	-3.53904e-07	2.32832e-08
-20	-4.79635e-07	2.60771e-08
-25	-4.98261e-07	2.51458e-08
-30	-5.87668e-07	5.02916e-08
-35	-6.22127e-07	1.50875e-07
-40	-5.75561e-07	8.38195e-08
-45	-6.8732e-07	8.38196e-09
-50	-8.42851e-07	-8.38196e-09
-55	-3.80913e-07	1.11759e-08
-60	1.23867e-07	6.89183e-08
-65	1.7509e-07	-2.32832e-08
-70	3.27827e-07	4.65664e-09
-75	2.83124e-07	6.98496e-08
-80	2.51459e-07	1.14553e-07
-85	1.77884e-07	4.28411e-08
-90	3.53905e-08	9.4064e-08
-95	-7.0781e-08	2.88711e-08
-100	-1.10828e-07	1.95579e-08
-105	-1.08965e-07	1.09897e-07
-110	-1.02446e-07	6.98496e-08
-115	-1.22004e-07	6.51929e-09
-120	-1.27592e-07	1.67639e-08
-125	-1.28523e-07	1.86266e-09
-130	-1.24798e-07	3.25965e-08
-135	-1.20142e-07	-2.79398e-09
-140	-1.95579e-07	2.04892e-08
